,inferred discount,subject,inferred learning rate,inferred dec temp,inferred weight
75,0.8424986,75,0.8417892,1.1907098,0.5674411
76,0.9329568,76,0.48247704,2.8474348,0.14555843
77,0.8789425,77,0.88952696,3.2733588,0.8001347
78,0.9147392,78,0.4488806,1.9943578,0.22200012
79,0.31152958,79,0.87137026,2.6240954,0.45147708
80,0.912708,80,0.5565463,3.6034267,0.09629724
81,0.88358516,81,0.9090901,2.9432514,0.76935023
82,0.84627306,82,0.26020908,1.189707,0.31627056
83,0.8975533,83,0.90027297,2.294381,0.7093297
84,0.8389485,84,0.19088338,1.6351465,0.37467968
85,0.29284394,85,0.7247036,2.9586701,0.10614335
86,0.89680135,86,0.6302953,2.662245,0.39776915
87,0.9213717,87,0.7293411,5.346492,0.6029297
88,0.9431406,88,0.22253492,4.1214814,0.080519624
89,0.8792358,89,0.4049024,0.8340037,0.32004815
90,0.9182422,90,0.8952434,2.0068796,0.46482918
91,0.88012064,91,0.8464606,1.6967722,0.46957713
92,0.88939977,92,0.52168643,0.7766872,0.22947392
93,0.93762255,93,0.5312239,5.432114,0.12437207
94,0.9283745,94,0.6179481,4.087913,0.4293955
95,0.91749144,95,0.7363646,2.5873873,0.6221049
96,0.8674962,96,0.34066,4.267741,0.43917665
97,0.9574341,97,0.48929,5.17563,0.048628293
98,0.93513936,98,0.866106,1.8902248,0.25974518
99,0.9316523,99,0.6595072,3.95499,0.07753778
100,0.9290468,100,0.09157547,4.2765164,0.118729934
101,0.92453235,101,0.7468142,5.3849034,0.4833405
102,0.84596103,102,0.5799825,3.4486258,0.7173961
103,0.8608365,103,0.62884426,2.0118587,0.34202862
104,0.88817763,104,0.33938134,4.9023867,0.23509696
105,0.8890514,105,0.2978656,4.186806,0.1948174
106,0.82487506,106,0.4246223,0.6164404,0.42735118
107,0.89572203,107,0.5487368,1.6562861,0.32981932
108,0.84420216,108,0.5009731,0.88012433,0.40529865
109,0.8914353,109,0.49437532,5.0985975,0.4980636
110,0.89626235,110,0.29169092,2.960508,0.33512953
111,0.9319678,111,0.4166019,5.2478857,0.16305758
112,0.7783899,112,0.3866637,2.670644,0.4776589
113,0.91680753,113,0.6099415,4.687493,0.2750519
114,0.7388533,114,0.45842847,1.6515068,0.4170887
115,0.8841688,115,0.37637725,1.9913354,0.13031699
116,0.8703529,116,0.70797825,1.5784129,0.38155535
117,0.87625295,117,0.65043396,1.2619624,0.27749035
118,0.6644213,118,0.3630112,3.1180365,0.35621148
119,0.8208829,119,0.278827,1.4990008,0.38035753
120,0.8795223,120,0.77477807,1.3819802,0.3941617
121,0.91158473,121,0.8139452,5.4822025,0.7105472
122,0.8566356,122,0.9339269,3.4311476,0.86665946
123,0.81757957,123,0.27856323,1.15379,0.46046087
124,0.91922534,124,0.7317711,5.369777,0.6416194
125,0.94764894,125,0.40668067,3.206716,0.064558454
126,0.90357906,126,0.5291191,3.2408392,0.6294004
127,0.95366025,127,0.4916972,5.6217985,0.045861118
128,0.8958681,128,0.18859187,2.245686,0.25343823
129,0.8480405,129,0.25802442,0.96107775,0.41914
130,0.9350919,130,0.49462545,5.4491386,0.06528027
131,0.8973767,131,0.9072035,2.7449224,0.77223986
132,0.9086965,132,0.8886091,4.1620183,0.6609215
133,0.833642,133,0.85331714,2.3184986,0.5675198
134,0.92735314,134,0.32192132,4.5745077,0.08413963
135,0.62619036,135,0.79079306,1.7665144,0.48806128
136,0.92401206,136,0.8735792,3.3827763,0.5251535
137,0.8900153,137,0.37532812,4.767164,0.5580413
138,0.8967632,138,0.6670693,3.5701125,0.44116753
139,0.9010905,139,0.41342542,3.11473,0.25462654
140,0.922817,140,0.5600986,1.5588019,0.1137079
141,0.92472523,141,0.72002906,4.210096,0.492911
142,0.8761885,142,0.9045521,2.6069806,0.8729043
143,0.8441589,143,0.26610357,0.65632296,0.36124814
144,0.88335246,144,0.59696996,1.0733945,0.29389217
145,0.8923661,145,0.70216894,0.94590074,0.22624005
146,0.9166769,146,0.8150458,1.3534578,0.15483764
147,0.9524967,147,0.77857554,2.3973594,0.056459896
148,0.915928,148,0.7341679,4.683762,0.68951994
149,0.901781,149,0.94033056,2.7158418,0.76597595
150,0.93181115,150,0.5688849,4.421109,0.09727613
151,0.88801783,151,0.8095884,4.949297,0.79197997
152,0.8236925,152,0.550609,1.0315982,0.4385166
153,0.776077,153,0.4230173,2.8116176,0.23676805
154,0.8530608,154,0.58489245,3.4480329,0.3943172
155,0.8412766,155,0.21817707,1.3703779,0.30747643
156,0.9282539,156,0.37160498,3.0527196,0.17361917
157,0.83797777,157,0.39452186,0.9012074,0.45443004
158,0.94565517,158,0.6626694,2.5101793,0.07104648
159,0.9146178,159,0.6615659,3.2625778,0.41313568
160,0.93193746,160,0.56537366,2.7955084,0.10095735
161,0.9414887,161,0.22137566,4.4407735,0.07746455
162,0.47471747,162,0.5912146,2.0362856,0.37696245
163,0.9007864,163,0.4865736,2.9953463,0.1359156
164,0.8420535,164,0.7461082,1.290154,0.6007082
165,0.9246231,165,0.6389214,3.460626,0.18888062
166,0.9376823,166,0.5535297,1.2236229,0.10907051
167,0.87915736,167,0.36973524,1.8484668,0.29120556
168,0.92101467,168,0.35025063,4.8051066,0.56861484
169,0.7399871,169,0.6983059,4.3011837,0.29861
170,0.86752284,170,0.39659148,0.6351819,0.3924704
171,0.9468374,171,0.64308935,3.8764975,0.06371214
172,0.8483536,172,0.758386,4.2158995,0.3877181
173,0.91840196,173,0.7572201,3.2931314,0.32440197
174,0.8406648,174,0.70059603,1.207813,0.20559804
175,0.87716615,175,0.541822,0.9006007,0.20984241
176,0.7917548,176,0.5702427,0.73991853,0.42947465
177,0.92544925,177,0.594103,4.394781,0.19553521
178,0.9345441,178,0.61142564,4.3923254,0.32655853
179,0.93310046,179,0.52874166,5.3303866,0.1035007
180,0.89578915,180,0.56457925,2.0709186,0.26371872
181,0.90567076,181,0.06826626,4.6265497,0.24380459
182,0.9433409,182,0.6250744,2.3554735,0.078819364
183,0.78860116,183,0.39004895,0.77775913,0.49204144
184,0.9267608,184,0.8113866,3.140851,0.23892966
185,0.9105792,185,0.79245347,5.3555236,0.7045822
186,0.89397144,186,0.66809535,5.0362043,0.7766186
187,0.9192278,187,0.7624127,1.2430212,0.12170528
