,trial type,subject,rewarded,common,repeat
230,unrewarded rare,3.0,unrewarded,rare,True
231,unrewarded rare,3.0,unrewarded,rare,True
232,rewarded common,3.0,rewarded,common,True
233,unrewarded common,3.0,unrewarded,common,True
234,rewarded common,3.0,rewarded,common,True
235,rewarded rare,3.0,rewarded,rare,True
236,unrewarded common,3.0,unrewarded,common,True
237,rewarded common,3.0,rewarded,common,True
238,rewarded common,3.0,rewarded,common,True
239,unrewarded common,3.0,unrewarded,common,True
240,rewarded common,3.0,rewarded,common,True
241,rewarded common,3.0,rewarded,common,True
242,rewarded common,3.0,rewarded,common,True
244,rewarded common,3.0,rewarded,common,True
245,unrewarded common,3.0,unrewarded,common,True
246,rewarded rare,3.0,rewarded,rare,True
247,rewarded rare,3.0,rewarded,rare,True
248,rewarded rare,3.0,rewarded,rare,True
249,unrewarded common,3.0,unrewarded,common,True
250,rewarded common,3.0,rewarded,common,True
251,unrewarded rare,3.0,unrewarded,rare,True
252,unrewarded common,3.0,unrewarded,common,True
253,unrewarded common,3.0,unrewarded,common,True
254,rewarded common,3.0,rewarded,common,True
255,rewarded common,3.0,rewarded,common,True
256,unrewarded common,3.0,unrewarded,common,True
257,unrewarded common,3.0,unrewarded,common,True
258,rewarded rare,3.0,rewarded,rare,True
259,rewarded rare,3.0,rewarded,rare,True
260,rewarded common,3.0,rewarded,common,True
261,unrewarded common,3.0,unrewarded,common,True
262,rewarded common,3.0,rewarded,common,True
263,rewarded common,3.0,rewarded,common,True
264,rewarded common,3.0,rewarded,common,True
265,unrewarded rare,3.0,unrewarded,rare,True
266,rewarded common,3.0,rewarded,common,True
267,rewarded rare,3.0,rewarded,rare,True
268,unrewarded rare,3.0,unrewarded,rare,True
269,unrewarded common,3.0,unrewarded,common,True
270,rewarded common,3.0,rewarded,common,True
271,rewarded common,3.0,rewarded,common,True
272,rewarded rare,3.0,rewarded,rare,True
273,rewarded common,3.0,rewarded,common,False
274,rewarded rare,3.0,rewarded,rare,False
275,unrewarded rare,3.0,unrewarded,rare,True
276,rewarded common,3.0,rewarded,common,True
277,rewarded common,3.0,rewarded,common,True
278,rewarded rare,3.0,rewarded,rare,True
279,rewarded common,3.0,rewarded,common,True
280,unrewarded common,3.0,unrewarded,common,True
281,rewarded common,3.0,rewarded,common,True
282,rewarded common,3.0,rewarded,common,True
283,unrewarded common,3.0,unrewarded,common,True
284,rewarded common,3.0,rewarded,common,True
285,unrewarded rare,3.0,unrewarded,rare,True
286,rewarded common,3.0,rewarded,common,True
287,unrewarded rare,3.0,unrewarded,rare,True
288,rewarded rare,3.0,rewarded,rare,True
289,rewarded rare,3.0,rewarded,rare,True
290,unrewarded common,3.0,unrewarded,common,True
291,unrewarded common,3.0,unrewarded,common,True
292,unrewarded common,3.0,unrewarded,common,True
293,unrewarded rare,3.0,unrewarded,rare,True
295,unrewarded common,3.0,unrewarded,common,True
296,unrewarded common,3.0,unrewarded,common,True
297,unrewarded common,3.0,unrewarded,common,True
298,unrewarded common,3.0,unrewarded,common,True
299,rewarded common,3.0,rewarded,common,True
300,unrewarded rare,3.0,unrewarded,rare,True
301,rewarded common,3.0,rewarded,common,True
302,unrewarded rare,3.0,unrewarded,rare,True
303,rewarded common,3.0,rewarded,common,True
304,rewarded common,3.0,rewarded,common,True
305,rewarded rare,3.0,rewarded,rare,True
306,rewarded common,3.0,rewarded,common,True
307,rewarded common,3.0,rewarded,common,True
308,rewarded common,3.0,rewarded,common,True
309,unrewarded common,3.0,unrewarded,common,True
310,unrewarded common,3.0,unrewarded,common,True
311,unrewarded common,3.0,unrewarded,common,True
312,unrewarded common,3.0,unrewarded,common,True
313,unrewarded rare,3.0,unrewarded,rare,True
314,unrewarded common,3.0,unrewarded,common,True
315,unrewarded rare,3.0,unrewarded,rare,True
316,unrewarded rare,3.0,unrewarded,rare,False
317,unrewarded rare,3.0,unrewarded,rare,True
318,rewarded common,3.0,rewarded,common,True
319,unrewarded rare,3.0,unrewarded,rare,True
320,rewarded rare,3.0,rewarded,rare,True
321,unrewarded common,3.0,unrewarded,common,True
322,rewarded rare,3.0,rewarded,rare,True
323,rewarded common,3.0,rewarded,common,True
324,unrewarded rare,3.0,unrewarded,rare,True
325,rewarded common,3.0,rewarded,common,True
326,unrewarded common,3.0,unrewarded,common,True
327,rewarded rare,3.0,rewarded,rare,True
328,unrewarded rare,3.0,unrewarded,rare,True
329,rewarded common,3.0,rewarded,common,True
330,rewarded rare,3.0,rewarded,rare,False
331,rewarded common,3.0,rewarded,common,True
332,unrewarded common,3.0,unrewarded,common,True
333,rewarded common,3.0,rewarded,common,True
334,rewarded common,3.0,rewarded,common,True
335,rewarded rare,3.0,rewarded,rare,True
336,rewarded rare,3.0,rewarded,rare,True
337,unrewarded rare,3.0,unrewarded,rare,False
338,rewarded common,3.0,rewarded,common,False
339,rewarded common,3.0,rewarded,common,False
340,rewarded common,3.0,rewarded,common,False
341,unrewarded common,3.0,unrewarded,common,True
342,rewarded common,3.0,rewarded,common,True
343,unrewarded common,3.0,unrewarded,common,False
344,rewarded common,3.0,rewarded,common,False
345,rewarded rare,3.0,rewarded,rare,True
346,unrewarded common,3.0,unrewarded,common,False
347,rewarded common,3.0,rewarded,common,False
348,unrewarded common,3.0,unrewarded,common,True
349,unrewarded common,3.0,unrewarded,common,True
350,unrewarded common,3.0,unrewarded,common,True
351,unrewarded common,3.0,unrewarded,common,True
352,rewarded common,3.0,rewarded,common,True
353,unrewarded rare,3.0,unrewarded,rare,True
354,unrewarded rare,3.0,unrewarded,rare,True
355,unrewarded common,3.0,unrewarded,common,True
356,rewarded rare,3.0,rewarded,rare,True
357,rewarded common,3.0,rewarded,common,True
358,unrewarded common,3.0,unrewarded,common,True
359,rewarded common,3.0,rewarded,common,True
360,unrewarded rare,3.0,unrewarded,rare,False
361,unrewarded common,3.0,unrewarded,common,True
362,rewarded rare,3.0,rewarded,rare,False
363,unrewarded common,3.0,unrewarded,common,True
364,rewarded common,3.0,rewarded,common,True
365,rewarded rare,3.0,rewarded,rare,True
366,unrewarded common,3.0,unrewarded,common,True
367,rewarded common,3.0,rewarded,common,True
368,rewarded rare,3.0,rewarded,rare,True
369,rewarded rare,3.0,rewarded,rare,True
370,rewarded common,3.0,rewarded,common,True
371,rewarded rare,3.0,rewarded,rare,True
372,unrewarded common,3.0,unrewarded,common,True
373,unrewarded common,3.0,unrewarded,common,False
374,unrewarded common,3.0,unrewarded,common,False
375,unrewarded rare,3.0,unrewarded,rare,True
376,rewarded common,3.0,rewarded,common,True
377,unrewarded common,3.0,unrewarded,common,True
378,unrewarded rare,3.0,unrewarded,rare,True
379,unrewarded rare,3.0,unrewarded,rare,True
380,unrewarded common,3.0,unrewarded,common,True
381,rewarded common,3.0,rewarded,common,False
382,rewarded rare,3.0,rewarded,rare,True
383,rewarded common,3.0,rewarded,common,False
384,unrewarded common,3.0,unrewarded,common,True
385,rewarded common,3.0,rewarded,common,True
386,unrewarded common,3.0,unrewarded,common,False
388,unrewarded common,3.0,unrewarded,common,False
389,unrewarded rare,3.0,unrewarded,rare,False
390,rewarded common,3.0,rewarded,common,False
391,unrewarded common,3.0,unrewarded,common,True
392,unrewarded rare,3.0,unrewarded,rare,True
393,unrewarded common,3.0,unrewarded,common,True
394,rewarded common,3.0,rewarded,common,True
395,unrewarded common,3.0,unrewarded,common,True
396,rewarded common,3.0,rewarded,common,True
397,unrewarded common,3.0,unrewarded,common,True
398,unrewarded common,3.0,unrewarded,common,True
399,unrewarded common,3.0,unrewarded,common,True
400,unrewarded common,3.0,unrewarded,common,True
201,rewarded common,4.0,rewarded,common,True
202,rewarded common,4.0,rewarded,common,True
203,unrewarded common,4.0,unrewarded,common,True
204,rewarded common,4.0,rewarded,common,True
205,unrewarded common,4.0,unrewarded,common,True
206,rewarded common,4.0,rewarded,common,True
207,unrewarded common,4.0,unrewarded,common,True
208,rewarded common,4.0,rewarded,common,True
209,unrewarded rare,4.0,unrewarded,rare,True
210,rewarded common,4.0,rewarded,common,True
211,unrewarded common,4.0,unrewarded,common,True
212,rewarded common,4.0,rewarded,common,True
213,rewarded rare,4.0,rewarded,rare,False
214,rewarded rare,4.0,rewarded,rare,False
215,rewarded common,4.0,rewarded,common,True
216,rewarded rare,4.0,rewarded,rare,False
217,rewarded rare,4.0,rewarded,rare,True
218,rewarded common,4.0,rewarded,common,True
219,rewarded rare,4.0,rewarded,rare,True
220,unrewarded rare,4.0,unrewarded,rare,True
221,rewarded common,4.0,rewarded,common,True
222,unrewarded rare,4.0,unrewarded,rare,True
223,rewarded rare,4.0,rewarded,rare,True
224,unrewarded rare,4.0,unrewarded,rare,False
225,rewarded common,4.0,rewarded,common,False
226,rewarded rare,4.0,rewarded,rare,True
227,unrewarded rare,4.0,unrewarded,rare,False
228,unrewarded common,4.0,unrewarded,common,False
229,unrewarded common,4.0,unrewarded,common,True
230,unrewarded rare,4.0,unrewarded,rare,True
231,unrewarded common,4.0,unrewarded,common,False
232,unrewarded rare,4.0,unrewarded,rare,True
233,unrewarded common,4.0,unrewarded,common,True
234,unrewarded common,4.0,unrewarded,common,False
235,rewarded common,4.0,rewarded,common,True
236,rewarded common,4.0,rewarded,common,True
237,unrewarded common,4.0,unrewarded,common,True
238,unrewarded common,4.0,unrewarded,common,False
239,rewarded common,4.0,rewarded,common,True
240,unrewarded common,4.0,unrewarded,common,False
241,rewarded common,4.0,rewarded,common,True
242,rewarded common,4.0,rewarded,common,True
243,unrewarded common,4.0,unrewarded,common,True
244,rewarded common,4.0,rewarded,common,True
245,unrewarded common,4.0,unrewarded,common,True
246,unrewarded rare,4.0,unrewarded,rare,True
247,rewarded common,4.0,rewarded,common,True
248,rewarded rare,4.0,rewarded,rare,False
249,unrewarded common,4.0,unrewarded,common,True
250,unrewarded common,4.0,unrewarded,common,False
251,unrewarded common,4.0,unrewarded,common,True
252,unrewarded common,4.0,unrewarded,common,False
253,unrewarded rare,4.0,unrewarded,rare,True
254,unrewarded common,4.0,unrewarded,common,True
255,rewarded rare,4.0,rewarded,rare,False
256,unrewarded common,4.0,unrewarded,common,True
257,rewarded common,4.0,rewarded,common,True
258,unrewarded rare,4.0,unrewarded,rare,True
259,rewarded common,4.0,rewarded,common,False
260,unrewarded common,4.0,unrewarded,common,False
261,rewarded common,4.0,rewarded,common,True
262,unrewarded common,4.0,unrewarded,common,True
263,rewarded common,4.0,rewarded,common,True
264,unrewarded common,4.0,unrewarded,common,True
265,rewarded rare,4.0,rewarded,rare,False
266,unrewarded rare,4.0,unrewarded,rare,True
267,unrewarded rare,4.0,unrewarded,rare,True
268,unrewarded rare,4.0,unrewarded,rare,True
269,rewarded common,4.0,rewarded,common,True
270,rewarded common,4.0,rewarded,common,True
271,unrewarded rare,4.0,unrewarded,rare,True
272,rewarded common,4.0,rewarded,common,True
273,unrewarded rare,4.0,unrewarded,rare,True
274,rewarded common,4.0,rewarded,common,True
275,unrewarded rare,4.0,unrewarded,rare,True
276,unrewarded common,4.0,unrewarded,common,True
277,unrewarded rare,4.0,unrewarded,rare,True
278,rewarded common,4.0,rewarded,common,True
279,rewarded common,4.0,rewarded,common,True
280,rewarded common,4.0,rewarded,common,True
281,rewarded common,4.0,rewarded,common,True
282,unrewarded common,4.0,unrewarded,common,True
283,unrewarded rare,4.0,unrewarded,rare,True
284,unrewarded common,4.0,unrewarded,common,True
285,unrewarded rare,4.0,unrewarded,rare,True
286,unrewarded common,4.0,unrewarded,common,False
287,rewarded common,4.0,rewarded,common,False
288,rewarded common,4.0,rewarded,common,True
289,unrewarded rare,4.0,unrewarded,rare,True
290,unrewarded rare,4.0,unrewarded,rare,True
291,rewarded rare,4.0,rewarded,rare,True
292,unrewarded common,4.0,unrewarded,common,True
293,unrewarded rare,4.0,unrewarded,rare,False
294,rewarded common,4.0,rewarded,common,False
296,unrewarded common,4.0,unrewarded,common,True
297,unrewarded common,4.0,unrewarded,common,False
298,rewarded common,4.0,rewarded,common,True
299,unrewarded common,4.0,unrewarded,common,True
300,rewarded common,4.0,rewarded,common,True
301,unrewarded rare,4.0,unrewarded,rare,True
302,rewarded rare,4.0,rewarded,rare,True
303,unrewarded common,4.0,unrewarded,common,True
304,unrewarded common,4.0,unrewarded,common,True
305,unrewarded common,4.0,unrewarded,common,False
306,unrewarded common,4.0,unrewarded,common,False
307,rewarded common,4.0,rewarded,common,True
308,rewarded common,4.0,rewarded,common,True
309,rewarded common,4.0,rewarded,common,True
310,unrewarded rare,4.0,unrewarded,rare,True
312,unrewarded common,4.0,unrewarded,common,False
313,unrewarded common,4.0,unrewarded,common,True
314,unrewarded common,4.0,unrewarded,common,True
315,rewarded common,4.0,rewarded,common,True
316,rewarded common,4.0,rewarded,common,True
317,rewarded common,4.0,rewarded,common,True
318,rewarded rare,4.0,rewarded,rare,True
319,rewarded common,4.0,rewarded,common,True
320,rewarded common,4.0,rewarded,common,True
321,rewarded common,4.0,rewarded,common,True
322,unrewarded rare,4.0,unrewarded,rare,True
323,unrewarded rare,4.0,unrewarded,rare,True
324,unrewarded rare,4.0,unrewarded,rare,True
325,rewarded rare,4.0,rewarded,rare,True
326,unrewarded common,4.0,unrewarded,common,True
327,rewarded common,4.0,rewarded,common,True
328,unrewarded common,4.0,unrewarded,common,False
329,unrewarded common,4.0,unrewarded,common,True
330,rewarded common,4.0,rewarded,common,True
331,rewarded common,4.0,rewarded,common,True
332,unrewarded common,4.0,unrewarded,common,True
333,unrewarded common,4.0,unrewarded,common,True
334,unrewarded rare,4.0,unrewarded,rare,True
335,unrewarded rare,4.0,unrewarded,rare,False
336,rewarded common,4.0,rewarded,common,True
337,unrewarded rare,4.0,unrewarded,rare,True
338,rewarded common,4.0,rewarded,common,True
339,unrewarded common,4.0,unrewarded,common,True
340,rewarded common,4.0,rewarded,common,True
341,rewarded common,4.0,rewarded,common,True
342,rewarded common,4.0,rewarded,common,True
343,unrewarded common,4.0,unrewarded,common,True
344,unrewarded common,4.0,unrewarded,common,False
345,unrewarded rare,4.0,unrewarded,rare,True
346,unrewarded common,4.0,unrewarded,common,False
347,unrewarded rare,4.0,unrewarded,rare,True
348,unrewarded common,4.0,unrewarded,common,True
349,unrewarded common,4.0,unrewarded,common,False
350,unrewarded rare,4.0,unrewarded,rare,True
351,unrewarded rare,4.0,unrewarded,rare,True
352,unrewarded common,4.0,unrewarded,common,True
353,unrewarded common,4.0,unrewarded,common,True
354,rewarded common,4.0,rewarded,common,True
355,unrewarded common,4.0,unrewarded,common,True
356,unrewarded common,4.0,unrewarded,common,True
357,unrewarded rare,4.0,unrewarded,rare,True
358,unrewarded rare,4.0,unrewarded,rare,False
359,rewarded common,4.0,rewarded,common,True
360,unrewarded common,4.0,unrewarded,common,True
361,unrewarded common,4.0,unrewarded,common,True
362,rewarded common,4.0,rewarded,common,True
363,unrewarded rare,4.0,unrewarded,rare,True
364,rewarded common,4.0,rewarded,common,False
365,unrewarded common,4.0,unrewarded,common,False
366,unrewarded rare,4.0,unrewarded,rare,True
367,unrewarded common,4.0,unrewarded,common,True
368,unrewarded common,4.0,unrewarded,common,True
369,unrewarded common,4.0,unrewarded,common,True
370,unrewarded rare,4.0,unrewarded,rare,False
371,rewarded rare,4.0,rewarded,rare,False
372,rewarded common,4.0,rewarded,common,True
373,rewarded common,4.0,rewarded,common,True
374,unrewarded common,4.0,unrewarded,common,True
375,rewarded rare,4.0,rewarded,rare,True
376,unrewarded common,4.0,unrewarded,common,True
377,rewarded common,4.0,rewarded,common,True
378,unrewarded common,4.0,unrewarded,common,True
379,unrewarded common,4.0,unrewarded,common,True
380,unrewarded rare,4.0,unrewarded,rare,True
381,unrewarded common,4.0,unrewarded,common,True
382,rewarded common,4.0,rewarded,common,True
383,unrewarded common,4.0,unrewarded,common,False
384,unrewarded common,4.0,unrewarded,common,False
385,unrewarded common,4.0,unrewarded,common,True
386,unrewarded common,4.0,unrewarded,common,False
387,rewarded common,4.0,rewarded,common,True
388,rewarded common,4.0,rewarded,common,True
389,unrewarded common,4.0,unrewarded,common,True
390,unrewarded common,4.0,unrewarded,common,True
391,unrewarded common,4.0,unrewarded,common,True
392,unrewarded common,4.0,unrewarded,common,True
