,trial type,subject,rewarded,common,repeat
223,unrewarded common,5.0,unrewarded,common,False
224,unrewarded rare,5.0,unrewarded,rare,True
225,rewarded common,5.0,rewarded,common,True
226,unrewarded rare,5.0,unrewarded,rare,True
227,unrewarded rare,5.0,unrewarded,rare,True
228,rewarded common,5.0,rewarded,common,False
229,unrewarded common,5.0,unrewarded,common,False
230,rewarded common,5.0,rewarded,common,False
231,unrewarded rare,5.0,unrewarded,rare,True
232,unrewarded common,5.0,unrewarded,common,False
233,rewarded common,5.0,rewarded,common,False
234,rewarded rare,5.0,rewarded,rare,True
235,rewarded common,5.0,rewarded,common,False
236,rewarded common,5.0,rewarded,common,False
237,rewarded common,5.0,rewarded,common,False
238,unrewarded rare,5.0,unrewarded,rare,False
239,rewarded common,5.0,rewarded,common,False
240,unrewarded common,5.0,unrewarded,common,False
241,unrewarded common,5.0,unrewarded,common,False
242,unrewarded common,5.0,unrewarded,common,False
243,rewarded common,5.0,rewarded,common,True
244,unrewarded common,5.0,unrewarded,common,False
245,unrewarded common,5.0,unrewarded,common,True
246,unrewarded rare,5.0,unrewarded,rare,True
247,rewarded common,5.0,rewarded,common,False
248,unrewarded common,5.0,unrewarded,common,True
249,rewarded rare,5.0,rewarded,rare,False
250,rewarded rare,5.0,rewarded,rare,False
251,rewarded common,5.0,rewarded,common,True
252,unrewarded common,5.0,unrewarded,common,True
253,unrewarded common,5.0,unrewarded,common,True
254,unrewarded common,5.0,unrewarded,common,True
255,rewarded common,5.0,rewarded,common,False
257,unrewarded rare,5.0,unrewarded,rare,True
258,unrewarded common,5.0,unrewarded,common,True
259,unrewarded rare,5.0,unrewarded,rare,False
260,unrewarded common,5.0,unrewarded,common,False
261,rewarded common,5.0,rewarded,common,False
262,rewarded common,5.0,rewarded,common,True
263,rewarded rare,5.0,rewarded,rare,False
264,unrewarded common,5.0,unrewarded,common,True
265,unrewarded common,5.0,unrewarded,common,True
266,unrewarded common,5.0,unrewarded,common,False
267,unrewarded common,5.0,unrewarded,common,False
268,unrewarded rare,5.0,unrewarded,rare,True
269,rewarded common,5.0,rewarded,common,False
270,rewarded common,5.0,rewarded,common,True
271,unrewarded common,5.0,unrewarded,common,True
272,unrewarded rare,5.0,unrewarded,rare,True
273,unrewarded rare,5.0,unrewarded,rare,False
274,unrewarded common,5.0,unrewarded,common,True
275,rewarded common,5.0,rewarded,common,True
276,rewarded common,5.0,rewarded,common,True
277,rewarded common,5.0,rewarded,common,True
278,rewarded common,5.0,rewarded,common,True
279,rewarded rare,5.0,rewarded,rare,True
280,unrewarded rare,5.0,unrewarded,rare,False
281,unrewarded common,5.0,unrewarded,common,True
282,rewarded common,5.0,rewarded,common,True
283,unrewarded common,5.0,unrewarded,common,False
284,rewarded rare,5.0,rewarded,rare,True
285,rewarded rare,5.0,rewarded,rare,True
286,unrewarded common,5.0,unrewarded,common,False
287,rewarded common,5.0,rewarded,common,False
288,unrewarded common,5.0,unrewarded,common,True
289,unrewarded common,5.0,unrewarded,common,False
290,unrewarded rare,5.0,unrewarded,rare,False
291,rewarded common,5.0,rewarded,common,True
292,unrewarded common,5.0,unrewarded,common,True
293,unrewarded common,5.0,unrewarded,common,True
294,unrewarded common,5.0,unrewarded,common,False
295,unrewarded common,5.0,unrewarded,common,False
296,unrewarded rare,5.0,unrewarded,rare,False
297,unrewarded common,5.0,unrewarded,common,False
298,unrewarded common,5.0,unrewarded,common,False
299,unrewarded common,5.0,unrewarded,common,True
300,unrewarded common,5.0,unrewarded,common,False
301,unrewarded common,5.0,unrewarded,common,True
302,unrewarded common,5.0,unrewarded,common,False
303,unrewarded rare,5.0,unrewarded,rare,True
304,unrewarded common,5.0,unrewarded,common,True
305,rewarded common,5.0,rewarded,common,True
306,rewarded common,5.0,rewarded,common,True
307,unrewarded rare,5.0,unrewarded,rare,True
308,unrewarded rare,5.0,unrewarded,rare,True
309,rewarded common,5.0,rewarded,common,True
310,unrewarded common,5.0,unrewarded,common,True
311,unrewarded common,5.0,unrewarded,common,True
312,rewarded rare,5.0,rewarded,rare,True
313,unrewarded common,5.0,unrewarded,common,True
314,rewarded common,5.0,rewarded,common,False
315,unrewarded rare,5.0,unrewarded,rare,False
316,rewarded rare,5.0,rewarded,rare,True
317,unrewarded rare,5.0,unrewarded,rare,True
318,unrewarded common,5.0,unrewarded,common,True
319,unrewarded common,5.0,unrewarded,common,True
320,unrewarded rare,5.0,unrewarded,rare,True
321,unrewarded common,5.0,unrewarded,common,True
322,rewarded rare,5.0,rewarded,rare,True
323,unrewarded common,5.0,unrewarded,common,False
324,rewarded common,5.0,rewarded,common,True
325,unrewarded rare,5.0,unrewarded,rare,False
326,unrewarded common,5.0,unrewarded,common,False
327,unrewarded common,5.0,unrewarded,common,False
328,rewarded common,5.0,rewarded,common,True
329,unrewarded common,5.0,unrewarded,common,True
330,rewarded common,5.0,rewarded,common,False
331,unrewarded common,5.0,unrewarded,common,False
332,rewarded common,5.0,rewarded,common,True
333,unrewarded common,5.0,unrewarded,common,True
334,unrewarded common,5.0,unrewarded,common,False
335,rewarded common,5.0,rewarded,common,True
336,rewarded common,5.0,rewarded,common,True
337,rewarded common,5.0,rewarded,common,True
338,unrewarded common,5.0,unrewarded,common,True
339,rewarded common,5.0,rewarded,common,True
340,rewarded rare,5.0,rewarded,rare,True
341,rewarded common,5.0,rewarded,common,False
342,unrewarded common,5.0,unrewarded,common,True
343,rewarded rare,5.0,rewarded,rare,True
344,rewarded common,5.0,rewarded,common,True
345,unrewarded common,5.0,unrewarded,common,True
346,unrewarded common,5.0,unrewarded,common,True
347,unrewarded rare,5.0,unrewarded,rare,True
348,rewarded rare,5.0,rewarded,rare,False
349,rewarded common,5.0,rewarded,common,True
350,unrewarded common,5.0,unrewarded,common,False
351,rewarded common,5.0,rewarded,common,True
352,unrewarded common,5.0,unrewarded,common,True
353,rewarded common,5.0,rewarded,common,False
354,rewarded rare,5.0,rewarded,rare,False
355,unrewarded rare,5.0,unrewarded,rare,True
356,rewarded common,5.0,rewarded,common,True
357,unrewarded common,5.0,unrewarded,common,True
358,rewarded common,5.0,rewarded,common,True
359,unrewarded rare,5.0,unrewarded,rare,True
360,rewarded common,5.0,rewarded,common,True
361,rewarded common,5.0,rewarded,common,True
362,unrewarded common,5.0,unrewarded,common,True
363,unrewarded rare,5.0,unrewarded,rare,True
364,unrewarded rare,5.0,unrewarded,rare,True
365,rewarded common,5.0,rewarded,common,True
366,unrewarded rare,5.0,unrewarded,rare,True
367,rewarded common,5.0,rewarded,common,True
368,unrewarded common,5.0,unrewarded,common,True
369,rewarded common,5.0,rewarded,common,True
370,rewarded common,5.0,rewarded,common,True
371,unrewarded common,5.0,unrewarded,common,True
372,rewarded common,5.0,rewarded,common,False
373,unrewarded common,5.0,unrewarded,common,True
374,unrewarded common,5.0,unrewarded,common,False
375,unrewarded common,5.0,unrewarded,common,True
376,rewarded rare,5.0,rewarded,rare,True
377,unrewarded common,5.0,unrewarded,common,False
378,rewarded common,5.0,rewarded,common,True
379,unrewarded common,5.0,unrewarded,common,True
380,rewarded rare,5.0,rewarded,rare,True
381,unrewarded common,5.0,unrewarded,common,True
382,unrewarded common,5.0,unrewarded,common,True
383,rewarded rare,5.0,rewarded,rare,True
384,unrewarded rare,5.0,unrewarded,rare,True
385,unrewarded common,5.0,unrewarded,common,True
386,rewarded rare,5.0,rewarded,rare,True
387,rewarded rare,5.0,rewarded,rare,True
388,rewarded common,5.0,rewarded,common,False
389,unrewarded rare,5.0,unrewarded,rare,True
390,rewarded common,5.0,rewarded,common,False
391,rewarded common,5.0,rewarded,common,True
392,unrewarded common,5.0,unrewarded,common,False
393,rewarded rare,5.0,rewarded,rare,True
394,rewarded common,5.0,rewarded,common,True
395,rewarded common,5.0,rewarded,common,True
396,rewarded common,5.0,rewarded,common,True
397,rewarded common,5.0,rewarded,common,True
398,unrewarded common,5.0,unrewarded,common,True
399,unrewarded common,5.0,unrewarded,common,True
400,rewarded common,5.0,rewarded,common,True
202,rewarded rare,6.0,rewarded,rare,False
203,rewarded common,6.0,rewarded,common,True
204,rewarded common,6.0,rewarded,common,False
205,rewarded common,6.0,rewarded,common,True
206,unrewarded rare,6.0,unrewarded,rare,True
207,unrewarded common,6.0,unrewarded,common,True
208,unrewarded common,6.0,unrewarded,common,True
209,unrewarded common,6.0,unrewarded,common,True
210,unrewarded common,6.0,unrewarded,common,False
211,unrewarded rare,6.0,unrewarded,rare,True
212,rewarded common,6.0,rewarded,common,True
213,rewarded common,6.0,rewarded,common,True
214,rewarded common,6.0,rewarded,common,True
215,rewarded common,6.0,rewarded,common,True
216,rewarded rare,6.0,rewarded,rare,True
217,rewarded common,6.0,rewarded,common,True
218,rewarded rare,6.0,rewarded,rare,True
219,rewarded common,6.0,rewarded,common,True
220,rewarded rare,6.0,rewarded,rare,True
221,unrewarded common,6.0,unrewarded,common,True
222,rewarded common,6.0,rewarded,common,True
223,rewarded common,6.0,rewarded,common,True
224,rewarded common,6.0,rewarded,common,True
225,rewarded common,6.0,rewarded,common,True
226,unrewarded common,6.0,unrewarded,common,True
227,rewarded common,6.0,rewarded,common,True
228,unrewarded common,6.0,unrewarded,common,True
229,rewarded rare,6.0,rewarded,rare,True
230,rewarded common,6.0,rewarded,common,True
231,rewarded common,6.0,rewarded,common,True
232,unrewarded common,6.0,unrewarded,common,True
233,rewarded rare,6.0,rewarded,rare,True
234,unrewarded common,6.0,unrewarded,common,False
235,unrewarded common,6.0,unrewarded,common,True
236,rewarded common,6.0,rewarded,common,True
237,unrewarded common,6.0,unrewarded,common,False
238,unrewarded rare,6.0,unrewarded,rare,False
239,rewarded rare,6.0,rewarded,rare,False
240,rewarded common,6.0,rewarded,common,True
241,rewarded common,6.0,rewarded,common,True
242,unrewarded rare,6.0,unrewarded,rare,True
243,rewarded rare,6.0,rewarded,rare,True
244,unrewarded rare,6.0,unrewarded,rare,True
245,unrewarded common,6.0,unrewarded,common,True
246,unrewarded common,6.0,unrewarded,common,True
247,rewarded common,6.0,rewarded,common,True
248,unrewarded rare,6.0,unrewarded,rare,True
249,rewarded common,6.0,rewarded,common,True
250,unrewarded rare,6.0,unrewarded,rare,False
251,rewarded common,6.0,rewarded,common,True
252,rewarded common,6.0,rewarded,common,True
253,unrewarded common,6.0,unrewarded,common,False
254,rewarded rare,6.0,rewarded,rare,True
255,unrewarded rare,6.0,unrewarded,rare,True
256,rewarded rare,6.0,rewarded,rare,False
257,unrewarded common,6.0,unrewarded,common,False
258,rewarded rare,6.0,rewarded,rare,True
259,unrewarded rare,6.0,unrewarded,rare,False
260,unrewarded common,6.0,unrewarded,common,False
261,rewarded rare,6.0,rewarded,rare,True
262,rewarded common,6.0,rewarded,common,True
263,unrewarded rare,6.0,unrewarded,rare,False
264,unrewarded common,6.0,unrewarded,common,False
265,rewarded rare,6.0,rewarded,rare,True
266,unrewarded common,6.0,unrewarded,common,True
267,rewarded rare,6.0,rewarded,rare,False
268,rewarded rare,6.0,rewarded,rare,False
269,unrewarded common,6.0,unrewarded,common,True
270,unrewarded common,6.0,unrewarded,common,True
271,rewarded rare,6.0,rewarded,rare,False
272,rewarded common,6.0,rewarded,common,True
273,unrewarded rare,6.0,unrewarded,rare,True
274,unrewarded rare,6.0,unrewarded,rare,True
275,rewarded common,6.0,rewarded,common,True
276,rewarded rare,6.0,rewarded,rare,False
277,unrewarded common,6.0,unrewarded,common,False
278,unrewarded common,6.0,unrewarded,common,False
279,rewarded common,6.0,rewarded,common,True
280,rewarded rare,6.0,rewarded,rare,True
281,unrewarded rare,6.0,unrewarded,rare,True
282,unrewarded common,6.0,unrewarded,common,True
283,unrewarded common,6.0,unrewarded,common,True
284,rewarded rare,6.0,rewarded,rare,False
285,unrewarded common,6.0,unrewarded,common,True
286,unrewarded common,6.0,unrewarded,common,False
287,unrewarded rare,6.0,unrewarded,rare,False
288,rewarded rare,6.0,rewarded,rare,True
289,unrewarded common,6.0,unrewarded,common,False
290,unrewarded common,6.0,unrewarded,common,True
291,rewarded rare,6.0,rewarded,rare,True
292,unrewarded rare,6.0,unrewarded,rare,True
293,unrewarded rare,6.0,unrewarded,rare,True
294,unrewarded common,6.0,unrewarded,common,True
295,unrewarded common,6.0,unrewarded,common,True
296,rewarded common,6.0,rewarded,common,True
297,rewarded common,6.0,rewarded,common,True
298,unrewarded common,6.0,unrewarded,common,False
299,rewarded common,6.0,rewarded,common,True
300,unrewarded rare,6.0,unrewarded,rare,False
301,rewarded rare,6.0,rewarded,rare,False
302,unrewarded common,6.0,unrewarded,common,True
303,unrewarded common,6.0,unrewarded,common,False
304,rewarded rare,6.0,rewarded,rare,True
305,unrewarded rare,6.0,unrewarded,rare,False
306,rewarded rare,6.0,rewarded,rare,False
307,rewarded common,6.0,rewarded,common,True
308,rewarded common,6.0,rewarded,common,True
309,rewarded common,6.0,rewarded,common,True
310,rewarded common,6.0,rewarded,common,True
311,rewarded common,6.0,rewarded,common,True
312,rewarded common,6.0,rewarded,common,True
313,rewarded common,6.0,rewarded,common,True
314,unrewarded common,6.0,unrewarded,common,True
315,unrewarded common,6.0,unrewarded,common,True
316,rewarded common,6.0,rewarded,common,True
317,rewarded common,6.0,rewarded,common,False
318,rewarded common,6.0,rewarded,common,False
319,unrewarded common,6.0,unrewarded,common,False
320,rewarded common,6.0,rewarded,common,True
321,unrewarded common,6.0,unrewarded,common,True
322,unrewarded rare,6.0,unrewarded,rare,True
323,unrewarded common,6.0,unrewarded,common,True
324,unrewarded rare,6.0,unrewarded,rare,True
325,unrewarded rare,6.0,unrewarded,rare,True
326,rewarded common,6.0,rewarded,common,True
327,rewarded rare,6.0,rewarded,rare,False
328,unrewarded rare,6.0,unrewarded,rare,False
329,unrewarded common,6.0,unrewarded,common,True
330,rewarded common,6.0,rewarded,common,False
331,unrewarded common,6.0,unrewarded,common,True
332,unrewarded common,6.0,unrewarded,common,True
333,rewarded rare,6.0,rewarded,rare,False
334,unrewarded common,6.0,unrewarded,common,True
335,unrewarded common,6.0,unrewarded,common,True
336,rewarded common,6.0,rewarded,common,True
337,unrewarded common,6.0,unrewarded,common,True
338,unrewarded common,6.0,unrewarded,common,False
339,unrewarded rare,6.0,unrewarded,rare,True
340,unrewarded common,6.0,unrewarded,common,True
341,unrewarded common,6.0,unrewarded,common,True
342,rewarded common,6.0,rewarded,common,True
343,rewarded common,6.0,rewarded,common,True
344,unrewarded common,6.0,unrewarded,common,True
345,rewarded common,6.0,rewarded,common,True
346,unrewarded common,6.0,unrewarded,common,True
347,unrewarded common,6.0,unrewarded,common,False
348,unrewarded common,6.0,unrewarded,common,True
349,rewarded rare,6.0,rewarded,rare,False
350,rewarded rare,6.0,rewarded,rare,True
351,unrewarded common,6.0,unrewarded,common,False
352,unrewarded common,6.0,unrewarded,common,True
353,unrewarded rare,6.0,unrewarded,rare,True
354,unrewarded common,6.0,unrewarded,common,True
355,unrewarded rare,6.0,unrewarded,rare,True
356,rewarded common,6.0,rewarded,common,True
357,rewarded common,6.0,rewarded,common,True
358,unrewarded common,6.0,unrewarded,common,True
359,rewarded rare,6.0,rewarded,rare,True
360,rewarded common,6.0,rewarded,common,False
361,rewarded common,6.0,rewarded,common,True
362,rewarded common,6.0,rewarded,common,True
363,rewarded common,6.0,rewarded,common,True
364,unrewarded common,6.0,unrewarded,common,True
365,unrewarded rare,6.0,unrewarded,rare,True
366,rewarded common,6.0,rewarded,common,True
367,rewarded common,6.0,rewarded,common,True
368,unrewarded common,6.0,unrewarded,common,True
369,rewarded common,6.0,rewarded,common,False
370,unrewarded common,6.0,unrewarded,common,False
371,rewarded common,6.0,rewarded,common,False
372,unrewarded common,6.0,unrewarded,common,False
373,rewarded rare,6.0,rewarded,rare,True
374,rewarded common,6.0,rewarded,common,True
375,rewarded common,6.0,rewarded,common,True
376,rewarded common,6.0,rewarded,common,False
377,unrewarded common,6.0,unrewarded,common,False
378,rewarded rare,6.0,rewarded,rare,True
379,rewarded rare,6.0,rewarded,rare,True
380,rewarded common,6.0,rewarded,common,True
381,rewarded common,6.0,rewarded,common,True
382,rewarded common,6.0,rewarded,common,True
383,rewarded common,6.0,rewarded,common,True
384,unrewarded common,6.0,unrewarded,common,True
385,rewarded common,6.0,rewarded,common,True
386,rewarded rare,6.0,rewarded,rare,True
387,unrewarded rare,6.0,unrewarded,rare,True
388,rewarded rare,6.0,rewarded,rare,True
389,unrewarded common,6.0,unrewarded,common,False
390,unrewarded common,6.0,unrewarded,common,False
391,unrewarded rare,6.0,unrewarded,rare,True
392,unrewarded common,6.0,unrewarded,common,True
393,unrewarded common,6.0,unrewarded,common,True
394,unrewarded rare,6.0,unrewarded,rare,True
395,rewarded common,6.0,rewarded,common,True
396,rewarded common,6.0,rewarded,common,True
397,rewarded rare,6.0,rewarded,rare,False
398,unrewarded common,6.0,unrewarded,common,False
399,rewarded common,6.0,rewarded,common,True
400,rewarded common,6.0,rewarded,common,True
201,rewarded rare,7.0,rewarded,rare,True
202,unrewarded common,7.0,unrewarded,common,True
203,unrewarded common,7.0,unrewarded,common,False
204,rewarded common,7.0,rewarded,common,True
205,unrewarded rare,7.0,unrewarded,rare,True
206,rewarded rare,7.0,rewarded,rare,True
207,rewarded common,7.0,rewarded,common,False
208,rewarded common,7.0,rewarded,common,True
209,unrewarded common,7.0,unrewarded,common,False
210,unrewarded common,7.0,unrewarded,common,True
211,unrewarded common,7.0,unrewarded,common,True
212,unrewarded common,7.0,unrewarded,common,False
213,rewarded common,7.0,rewarded,common,True
214,rewarded rare,7.0,rewarded,rare,True
215,unrewarded rare,7.0,unrewarded,rare,False
216,rewarded common,7.0,rewarded,common,True
217,unrewarded common,7.0,unrewarded,common,True
218,rewarded common,7.0,rewarded,common,False
219,rewarded common,7.0,rewarded,common,False
220,rewarded common,7.0,rewarded,common,False
221,unrewarded common,7.0,unrewarded,common,True
222,unrewarded common,7.0,unrewarded,common,False
223,rewarded common,7.0,rewarded,common,False
224,unrewarded common,7.0,unrewarded,common,True
225,rewarded common,7.0,rewarded,common,False
226,unrewarded common,7.0,unrewarded,common,True
227,unrewarded common,7.0,unrewarded,common,False
228,rewarded common,7.0,rewarded,common,True
229,unrewarded common,7.0,unrewarded,common,True
230,rewarded rare,7.0,rewarded,rare,True
231,rewarded common,7.0,rewarded,common,True
232,rewarded rare,7.0,rewarded,rare,True
233,rewarded rare,7.0,rewarded,rare,False
234,unrewarded common,7.0,unrewarded,common,True
235,rewarded common,7.0,rewarded,common,True
236,unrewarded common,7.0,unrewarded,common,True
237,unrewarded common,7.0,unrewarded,common,False
238,rewarded rare,7.0,rewarded,rare,False
239,rewarded common,7.0,rewarded,common,False
240,rewarded common,7.0,rewarded,common,False
241,unrewarded common,7.0,unrewarded,common,False
242,unrewarded rare,7.0,unrewarded,rare,False
243,rewarded common,7.0,rewarded,common,True
244,unrewarded rare,7.0,unrewarded,rare,True
245,unrewarded common,7.0,unrewarded,common,False
246,rewarded rare,7.0,rewarded,rare,True
247,unrewarded common,7.0,unrewarded,common,False
248,unrewarded common,7.0,unrewarded,common,False
249,unrewarded common,7.0,unrewarded,common,False
251,unrewarded common,7.0,unrewarded,common,True
252,unrewarded rare,7.0,unrewarded,rare,True
253,unrewarded rare,7.0,unrewarded,rare,False
254,unrewarded common,7.0,unrewarded,common,False
255,unrewarded common,7.0,unrewarded,common,False
256,rewarded common,7.0,rewarded,common,True
257,rewarded common,7.0,rewarded,common,False
258,unrewarded common,7.0,unrewarded,common,False
259,unrewarded common,7.0,unrewarded,common,True
260,unrewarded common,7.0,unrewarded,common,True
261,unrewarded common,7.0,unrewarded,common,False
262,unrewarded rare,7.0,unrewarded,rare,True
263,unrewarded common,7.0,unrewarded,common,True
264,unrewarded common,7.0,unrewarded,common,True
265,unrewarded common,7.0,unrewarded,common,False
266,unrewarded rare,7.0,unrewarded,rare,True
267,rewarded common,7.0,rewarded,common,True
268,rewarded common,7.0,rewarded,common,True
269,rewarded common,7.0,rewarded,common,True
270,unrewarded rare,7.0,unrewarded,rare,True
271,unrewarded rare,7.0,unrewarded,rare,False
272,unrewarded common,7.0,unrewarded,common,True
273,rewarded common,7.0,rewarded,common,False
274,unrewarded common,7.0,unrewarded,common,True
275,rewarded common,7.0,rewarded,common,False
277,unrewarded rare,7.0,unrewarded,rare,False
278,rewarded common,7.0,rewarded,common,True
279,unrewarded common,7.0,unrewarded,common,True
280,unrewarded common,7.0,unrewarded,common,False
281,unrewarded common,7.0,unrewarded,common,True
282,rewarded rare,7.0,rewarded,rare,True
283,unrewarded rare,7.0,unrewarded,rare,False
284,unrewarded common,7.0,unrewarded,common,True
285,unrewarded rare,7.0,unrewarded,rare,True
286,unrewarded common,7.0,unrewarded,common,False
287,rewarded rare,7.0,rewarded,rare,False
288,unrewarded rare,7.0,unrewarded,rare,True
289,unrewarded common,7.0,unrewarded,common,False
290,rewarded common,7.0,rewarded,common,False
291,rewarded rare,7.0,rewarded,rare,True
292,unrewarded rare,7.0,unrewarded,rare,True
293,rewarded common,7.0,rewarded,common,True
294,rewarded common,7.0,rewarded,common,True
295,unrewarded rare,7.0,unrewarded,rare,False
296,rewarded rare,7.0,rewarded,rare,True
297,rewarded common,7.0,rewarded,common,False
298,unrewarded common,7.0,unrewarded,common,True
299,unrewarded common,7.0,unrewarded,common,False
300,unrewarded common,7.0,unrewarded,common,False
301,unrewarded common,7.0,unrewarded,common,True
302,rewarded common,7.0,rewarded,common,True
303,unrewarded common,7.0,unrewarded,common,False
304,unrewarded common,7.0,unrewarded,common,True
305,unrewarded rare,7.0,unrewarded,rare,False
306,rewarded rare,7.0,rewarded,rare,False
307,rewarded common,7.0,rewarded,common,True
308,unrewarded common,7.0,unrewarded,common,False
309,rewarded common,7.0,rewarded,common,False
310,unrewarded common,7.0,unrewarded,common,False
311,rewarded rare,7.0,rewarded,rare,False
312,unrewarded rare,7.0,unrewarded,rare,True
313,rewarded rare,7.0,rewarded,rare,False
314,rewarded common,7.0,rewarded,common,False
315,rewarded common,7.0,rewarded,common,False
316,unrewarded rare,7.0,unrewarded,rare,True
317,unrewarded rare,7.0,unrewarded,rare,False
318,unrewarded rare,7.0,unrewarded,rare,False
320,rewarded common,7.0,rewarded,common,False
321,unrewarded common,7.0,unrewarded,common,True
322,unrewarded common,7.0,unrewarded,common,False
323,rewarded rare,7.0,rewarded,rare,True
324,rewarded rare,7.0,rewarded,rare,True
325,rewarded rare,7.0,rewarded,rare,True
326,rewarded rare,7.0,rewarded,rare,False
327,rewarded rare,7.0,rewarded,rare,True
328,unrewarded common,7.0,unrewarded,common,False
329,unrewarded rare,7.0,unrewarded,rare,True
330,unrewarded rare,7.0,unrewarded,rare,False
331,rewarded common,7.0,rewarded,common,True
332,rewarded common,7.0,rewarded,common,True
333,unrewarded common,7.0,unrewarded,common,True
334,rewarded common,7.0,rewarded,common,False
335,rewarded rare,7.0,rewarded,rare,False
336,unrewarded common,7.0,unrewarded,common,True
337,unrewarded common,7.0,unrewarded,common,False
338,rewarded common,7.0,rewarded,common,False
339,unrewarded common,7.0,unrewarded,common,False
340,rewarded common,7.0,rewarded,common,True
341,unrewarded common,7.0,unrewarded,common,True
342,rewarded rare,7.0,rewarded,rare,False
343,unrewarded common,7.0,unrewarded,common,False
344,unrewarded common,7.0,unrewarded,common,False
346,rewarded common,7.0,rewarded,common,False
347,unrewarded common,7.0,unrewarded,common,False
348,rewarded rare,7.0,rewarded,rare,True
349,unrewarded common,7.0,unrewarded,common,True
350,rewarded rare,7.0,rewarded,rare,False
351,unrewarded common,7.0,unrewarded,common,False
352,rewarded common,7.0,rewarded,common,True
353,unrewarded common,7.0,unrewarded,common,True
354,unrewarded common,7.0,unrewarded,common,False
355,unrewarded common,7.0,unrewarded,common,True
356,rewarded common,7.0,rewarded,common,True
357,rewarded common,7.0,rewarded,common,True
358,unrewarded rare,7.0,unrewarded,rare,False
359,unrewarded common,7.0,unrewarded,common,True
360,unrewarded rare,7.0,unrewarded,rare,False
361,rewarded common,7.0,rewarded,common,False
362,rewarded common,7.0,rewarded,common,True
363,unrewarded rare,7.0,unrewarded,rare,True
364,rewarded rare,7.0,rewarded,rare,True
365,unrewarded common,7.0,unrewarded,common,True
366,unrewarded rare,7.0,unrewarded,rare,False
367,rewarded common,7.0,rewarded,common,True
368,unrewarded rare,7.0,unrewarded,rare,True
369,rewarded rare,7.0,rewarded,rare,False
370,rewarded common,7.0,rewarded,common,True
371,unrewarded common,7.0,unrewarded,common,False
372,unrewarded common,7.0,unrewarded,common,False
373,rewarded common,7.0,rewarded,common,True
374,rewarded common,7.0,rewarded,common,True
375,rewarded rare,7.0,rewarded,rare,True
376,rewarded common,7.0,rewarded,common,True
377,unrewarded common,7.0,unrewarded,common,False
378,unrewarded rare,7.0,unrewarded,rare,True
379,rewarded common,7.0,rewarded,common,True
380,unrewarded common,7.0,unrewarded,common,False
381,unrewarded common,7.0,unrewarded,common,False
382,unrewarded rare,7.0,unrewarded,rare,True
383,unrewarded common,7.0,unrewarded,common,False
384,unrewarded common,7.0,unrewarded,common,True
385,rewarded common,7.0,rewarded,common,False
386,unrewarded rare,7.0,unrewarded,rare,True
387,unrewarded common,7.0,unrewarded,common,True
388,unrewarded common,7.0,unrewarded,common,False
389,unrewarded common,7.0,unrewarded,common,True
390,rewarded common,7.0,rewarded,common,True
391,rewarded common,7.0,rewarded,common,True
392,rewarded common,7.0,rewarded,common,True
393,rewarded common,7.0,rewarded,common,True
394,unrewarded rare,7.0,unrewarded,rare,False
395,rewarded common,7.0,rewarded,common,False
396,unrewarded rare,7.0,unrewarded,rare,True
397,unrewarded common,7.0,unrewarded,common,False
398,unrewarded rare,7.0,unrewarded,rare,False
399,unrewarded common,7.0,unrewarded,common,False
400,rewarded common,7.0,rewarded,common,True
201,unrewarded common,8.0,unrewarded,common,False
202,rewarded common,8.0,rewarded,common,True
203,unrewarded rare,8.0,unrewarded,rare,False
204,rewarded rare,8.0,rewarded,rare,True
205,rewarded rare,8.0,rewarded,rare,True
206,unrewarded common,8.0,unrewarded,common,True
207,rewarded common,8.0,rewarded,common,False
208,rewarded common,8.0,rewarded,common,True
209,rewarded common,8.0,rewarded,common,False
210,rewarded rare,8.0,rewarded,rare,False
211,rewarded common,8.0,rewarded,common,True
212,rewarded common,8.0,rewarded,common,True
213,rewarded common,8.0,rewarded,common,True
214,unrewarded rare,8.0,unrewarded,rare,True
215,rewarded common,8.0,rewarded,common,True
216,unrewarded rare,8.0,unrewarded,rare,True
217,rewarded common,8.0,rewarded,common,True
218,rewarded common,8.0,rewarded,common,True
219,unrewarded common,8.0,unrewarded,common,True
220,rewarded rare,8.0,rewarded,rare,True
221,unrewarded rare,8.0,unrewarded,rare,True
222,rewarded rare,8.0,rewarded,rare,True
223,rewarded common,8.0,rewarded,common,True
224,unrewarded common,8.0,unrewarded,common,True
225,rewarded rare,8.0,rewarded,rare,False
226,rewarded common,8.0,rewarded,common,True
227,rewarded common,8.0,rewarded,common,True
228,rewarded rare,8.0,rewarded,rare,True
229,rewarded rare,8.0,rewarded,rare,True
230,rewarded rare,8.0,rewarded,rare,False
231,unrewarded rare,8.0,unrewarded,rare,True
232,rewarded common,8.0,rewarded,common,True
233,rewarded common,8.0,rewarded,common,True
234,rewarded rare,8.0,rewarded,rare,True
235,rewarded rare,8.0,rewarded,rare,True
236,unrewarded common,8.0,unrewarded,common,True
237,unrewarded common,8.0,unrewarded,common,False
238,unrewarded common,8.0,unrewarded,common,False
239,rewarded common,8.0,rewarded,common,True
240,rewarded common,8.0,rewarded,common,True
241,rewarded common,8.0,rewarded,common,True
242,rewarded common,8.0,rewarded,common,True
243,unrewarded rare,8.0,unrewarded,rare,True
244,rewarded rare,8.0,rewarded,rare,True
245,rewarded common,8.0,rewarded,common,True
