,discount,learning rate,dec temp,weight,prior weight,prior lr,subject
203,0.7012185,0.88700926,2.9356506,0.69678706,1.0787857,0.5352264,203
204,0.88143927,0.084191486,1.255603,0.08922806,0.7937148,0.636421,204
205,0.29945046,0.0058397255,2.3059542,0.5043319,0.99297416,0.2558931,205
206,0.75829214,0.60917866,3.4431715,0.5675028,0.6903273,0.32245317,0
207,0.4616036,0.033450507,2.2862551,0.80072653,0.69031185,0.19469462,1
208,0.22989607,0.6636095,1.1965412,0.81365615,0.94206357,0.092538916,2
209,0.39572147,0.83203155,1.8443902,0.35197166,1.6892135,0.11484978,3
210,0.8820684,0.83166707,1.2774494,0.57415646,1.1047764,0.16838144,4
211,0.16676006,0.6179802,1.4886274,0.50045186,0.81632334,0.19830486,5
212,0.49402845,0.90239424,2.593292,0.7921444,1.3902892,0.47197926,6
213,0.53278077,0.66083616,2.1010025,0.82139504,1.0190346,0.8510696,7
214,0.099852316,0.4642709,2.268175,0.90966,1.6920481,0.05786961,8
215,0.41803688,0.49154934,1.693148,0.3259087,1.6154805,0.19928506,9
216,0.34880087,0.8403522,0.4360432,0.75927645,0.7870163,0.20751804,10
217,0.6996798,0.69507927,1.2349837,0.42790502,1.142572,0.08115923,11
218,0.5538009,0.67406917,2.2256467,0.84971756,1.0443157,0.65712065,12
219,0.12226515,0.29074126,1.1381001,0.60525423,0.91029286,0.11584258,13
220,0.09751909,0.38954303,1.4680473,0.7049057,0.9240202,0.16824687,14
221,0.37921712,0.45000598,0.51169336,0.7306526,0.77188665,0.021137422,15
222,0.17549771,0.25483772,1.8180375,0.83504957,1.117348,0.25935167,16
223,0.19053788,0.03274747,0.5112539,0.8156811,0.70851886,0.61607486,17
224,0.13188961,0.1590681,1.7163131,0.64255834,0.8155033,0.31076387,18
225,0.56132424,0.6997365,2.1227326,0.9160922,0.62014717,0.33120275,19
226,0.33190015,0.25190598,1.9928024,0.6849069,1.7816845,0.20800851,20
227,0.4318286,0.5074643,1.2807922,0.68397796,0.7009115,0.13679199,21
228,0.46590063,0.4234616,1.626292,0.7852981,1.2434897,0.13718882,22
229,0.7553888,0.8261813,3.8266146,0.7349434,1.3080214,0.40468115,23
230,0.022743644,0.27301586,0.36226758,0.9064751,1.1231849,0.052218333,24
231,0.41989052,0.28057218,2.3592117,0.74655265,1.6005285,0.5011589,25
232,0.07773386,0.6573435,4.1100574,0.5841028,1.1616205,0.1785521,26
233,0.8519628,0.29698518,4.057844,0.91704184,1.2409465,0.36255425,27
234,0.0056787324,0.7502835,0.7552287,0.55953866,0.8274667,0.22036849,28
235,0.53484285,0.83747554,1.287296,0.79383045,0.5481867,0.7904922,29
236,0.33985296,0.7792428,0.20746419,0.57849264,0.38801506,0.27030626,30
237,0.762933,0.4384621,1.8465838,0.7509713,1.7782571,0.6771983,31
238,0.10041218,0.3909683,1.1477907,0.7639471,1.3932076,0.54728806,32
239,0.25360835,0.94143707,3.973073,0.78938496,0.4231445,0.35520592,33
240,0.051520184,0.85046387,1.3590066,0.4593124,0.9905632,0.8608477,34
241,0.86788136,0.8535228,1.278405,0.7989208,1.4058535,0.39368203,35
242,0.8442741,0.29579607,1.6258304,0.5223681,1.7514442,0.8093028,36
243,0.6914085,0.46494675,3.7791202,0.61120313,0.76594687,0.48099768,37
244,0.11794906,0.54943264,1.7665913,0.8250704,1.0940223,0.22611792,38
245,0.09142618,0.3895097,2.962609,0.7729663,0.8970528,0.38762054,39
246,0.13442361,0.46776032,0.54547393,0.17244938,1.4585596,0.5965121,40
247,0.28569064,0.05351607,0.69432205,0.7467241,0.7408294,0.11345735,41
248,0.854937,0.09522604,1.6371784,0.86103964,1.0033287,0.5971299,42
249,0.06100881,0.34695148,1.4157119,0.8495531,2.3726573,0.13343804,43
250,0.09669672,0.03656489,2.103166,0.5848666,0.50787383,0.0963629,44
251,0.26823267,0.72445065,1.4682682,0.617968,0.9969499,0.29515398,45
252,0.1491101,0.97127163,1.2129209,0.8285748,1.1654587,0.5127244,46
253,0.23747176,0.80919176,1.0845101,0.79008853,1.1696798,0.11197189,47
254,0.90303606,0.5074945,4.568243,0.8319148,1.0179766,0.16709512,48
255,0.78620845,0.68153906,0.46467996,0.7993645,0.5258675,0.26394162,49
256,0.039982166,0.6890144,4.203342,0.8775827,0.416264,0.50003946,50
257,0.14218682,0.08648636,0.49055636,0.74934924,0.94326615,0.03226729,51
258,0.25843203,0.44796047,1.4116286,0.84960973,1.473829,0.19616327,52
259,0.7145516,0.3806885,0.96957946,0.2415922,1.5734394,0.6495978,53
260,0.20677757,0.5448648,3.3454504,0.9190394,1.1140147,0.15672792,54
261,0.17918418,0.86751777,1.7111485,0.39922392,0.6175759,0.45843247,55
262,0.5537538,0.58346224,3.6997795,0.8641441,0.6684644,0.20116632,56
263,0.5763593,0.8335374,4.0773683,0.70186335,0.28739792,0.52991885,57
264,0.43907,0.25872666,2.212369,0.82196,0.41636753,0.48395976,58
265,0.1915671,0.65538245,2.9086895,0.6026179,0.49795443,0.7442082,59
266,0.18574163,0.80901533,2.8246963,0.7140508,1.8971068,0.4407754,60
267,0.29120168,0.67542356,2.4338858,0.45592615,1.4409233,0.74554104,61
268,0.19286175,0.19985345,0.6652224,0.7215288,0.6399313,0.15349184,62
269,0.3664407,0.8376672,2.6480174,0.45011654,0.4183973,0.72315806,63
270,0.27165392,0.31089184,0.8890536,0.72772163,0.54773843,0.5133082,64
271,0.57830304,0.3991506,0.9510187,0.8893929,0.47546703,0.24296989,65
272,0.9054224,0.09406058,0.81130004,0.6403206,0.8204844,0.08316058,66
273,0.23061225,0.3359749,1.7122161,0.8036717,0.7859162,0.28237414,67
274,0.63045865,0.6336713,1.9709697,0.87799513,1.132619,0.69669884,68
275,0.52389646,0.7888054,1.8142028,0.7860427,1.0079187,0.6797766,69
276,0.0433936,0.14604531,0.5094794,0.79741013,0.91771656,0.25883555,70
277,0.40797508,0.3867973,3.05263,0.9500102,2.9096062,0.21565962,71
278,0.77663195,0.36354616,0.30556408,0.32290256,0.7141745,0.18170044,72
279,0.2626732,0.6258284,2.245444,0.6136311,0.65993834,0.56491894,73
280,0.6780149,0.27985486,1.7553654,0.9774901,1.3280973,0.34091845,74
281,0.32977766,0.3958283,3.8124826,0.27924192,1.2225295,0.58259314,75
