,inferred discount,subject,inferred learning rate,inferred dec temp,inferred weight
45,0.7216482,45,0.5149739,1.5622461,0.39986092
46,0.76597655,46,0.8397218,2.5983422,0.6804694
47,0.65122616,47,0.44450682,1.4148185,0.49941796
48,0.5968008,48,0.56246716,4.5656986,0.8429023
49,0.55982935,49,0.23618074,1.1972636,0.6307776
50,0.73408824,50,0.5699757,3.7575176,0.7876287
51,0.55751324,51,0.2716277,0.73767054,0.654389
52,0.6171253,52,0.29747325,2.8822577,0.7712132
53,0.8226051,53,0.5367799,1.818261,0.16043055
54,0.6966109,54,0.44514355,3.4895184,0.6574826
55,0.75250965,55,0.67745715,2.6763144,0.39578572
56,0.7606002,56,0.57631475,4.7661195,0.78170085
57,0.6670137,57,0.7911717,4.603816,0.7599462
58,0.49012387,58,0.21476503,3.8251128,0.6876565
59,0.83174574,59,0.67432714,2.6765468,0.44484174
60,0.7655197,60,0.6981361,4.008062,0.49203703
61,0.6498356,61,0.6041895,2.9402683,0.24038543
62,0.5675593,62,0.19861144,1.4006741,0.7220978
63,0.6923065,63,0.73479307,2.46471,0.3458915
64,0.53259873,64,0.2134163,1.3090663,0.72121674
65,0.4878763,65,0.5127725,1.2885951,0.83058006
66,0.61398184,66,0.23920129,0.7432872,0.58821124
67,0.5017042,67,0.22814977,1.8884617,0.7569367
68,0.772963,68,0.6071676,2.6961186,0.6784741
69,0.80937046,69,0.8839341,1.2294971,0.30119708
70,0.5631661,70,0.2867371,0.91346675,0.64615375
71,0.72426635,71,0.10120348,5.3060184,0.5536842
72,0.6019445,72,0.26018214,0.9574315,0.656247
73,0.8488368,73,0.67305464,3.1467526,0.5949153
74,0.64652735,74,0.5740184,1.6686147,0.43511975
75,0.72616315,75,0.51433975,3.7954736,0.33696148
76,0.74090385,76,0.79085237,1.3986125,0.5171624
77,0.718034,77,0.65754974,1.2396389,0.4863943
78,0.5979328,78,0.38336027,3.4588652,0.7673513
79,0.5972677,79,0.6737242,3.1060176,0.54421026
80,0.75397235,80,0.25678548,2.6981778,0.22273049
81,0.5516066,81,0.3124886,1.4396023,0.7693429
82,0.7753071,82,0.27376208,5.0935497,0.7152711
83,0.7182013,83,0.6085062,2.3362467,0.44099146
84,0.79071677,84,0.62236243,4.2299843,0.543776
85,0.54975015,85,0.5430552,1.0596555,0.77515006
86,0.8421207,86,0.88825804,1.429117,0.3915351
87,0.81004095,87,0.7754714,1.4443456,0.15647982
88,0.69534755,88,0.28037417,2.1879,0.39175105
89,0.5259609,89,0.39360434,2.8600593,0.8297035
90,0.59795284,90,0.1883668,3.1033554,0.5591823
91,0.5517063,91,0.23493771,0.9068982,0.7204175
92,0.54354405,92,0.25394303,1.2728397,0.71831656
93,0.6031364,93,0.23128112,0.9619575,0.52487606
94,0.5619569,94,0.23142761,0.9225812,0.6744968
95,0.6064428,95,0.21900943,0.82970244,0.5931922
96,0.57807004,96,0.6026163,1.681733,0.76243186
97,0.7048696,97,0.5836947,2.6305103,0.6643163
98,0.66537404,98,0.39853922,0.9609014,0.46072474
99,0.5603723,99,0.23848829,0.79676175,0.61373746
100,0.57012635,100,0.18648602,1.0878967,0.63029397
101,0.63312095,101,0.29420874,0.95613444,0.55975676
102,0.64336765,102,0.279155,3.4420683,0.65787876
103,0.5593066,103,0.27634186,1.7888567,0.77069044
104,0.77973217,104,0.45892307,2.0879703,0.3386914
105,0.5729338,105,0.28799427,0.7726995,0.6045838
106,0.80151904,106,0.2705532,2.194146,0.27224547
107,0.7844659,107,0.6723368,4.482757,0.8014691
108,0.6503134,108,0.4119733,1.8014774,0.5905101
109,0.6762954,109,0.19744128,1.3386309,0.21881042
110,0.54165787,110,0.3535077,1.9621825,0.78858227
111,0.57505465,111,0.17708658,1.3201592,0.6674719
112,0.6585529,112,0.5168718,4.5132837,0.57635003
113,0.60341346,113,0.6969395,0.90907615,0.5231322
114,0.6161795,114,0.39543447,3.438935,0.5275447
115,0.56035364,115,0.44889605,2.4014165,0.8082313
116,0.56881934,116,0.26400942,0.89631546,0.6684478
117,0.70452046,117,0.5243944,3.9127097,0.6580121
118,0.8887025,118,0.90525734,2.0613272,0.3539095
119,0.75098234,119,0.67317814,1.9314191,0.3342038
120,0.7575341,120,0.6139913,2.644428,0.62211096
121,0.6757993,121,0.33640403,1.3318512,0.5337458
122,0.5856527,122,0.23484512,1.0107836,0.5930211
123,0.8436758,123,0.78700477,2.0624325,0.3843283
124,0.6321996,124,0.59583986,2.7026885,0.814331
125,0.8133098,125,0.73765403,4.5088835,0.61897606
126,0.7442307,126,0.6730674,3.2873054,0.7218295
127,0.6529971,127,0.5160808,3.6127512,0.46370068
128,0.60261774,128,0.6395919,1.856243,0.78048056
129,0.6003586,129,0.2655458,1.1681604,0.56609166
130,0.7298445,130,0.49877015,2.538733,0.5235473
131,0.67023957,131,0.15850388,1.55982,0.32968527
132,0.5284118,132,0.6108515,0.8264357,0.63536143
133,0.6090825,133,0.6923369,1.4734659,0.41000068
134,0.8177363,134,0.7006881,1.8912238,0.28715715
135,0.8257803,135,0.56337684,2.0721388,0.15373321
136,0.6758467,136,0.61201155,2.6257887,0.528378
137,0.73510826,137,0.49798957,4.4787445,0.74146986
138,0.57871497,138,0.4031572,0.7637108,0.6994256
139,0.89623535,139,0.7588603,2.024249,0.17413181
140,0.60732865,140,0.28144962,0.960647,0.46672454
141,0.6272966,141,0.21814024,1.6225169,0.4178539
142,0.85832363,142,0.78991866,1.1921252,0.3129244
143,0.85440916,143,0.8678874,1.195911,0.24245185
144,0.8352125,144,0.4944886,1.6542226,0.15327573
145,0.55978477,145,0.25543734,1.0472873,0.7107987
146,0.59967273,146,0.32679656,1.8714807,0.61577153
147,0.73287904,147,0.560103,1.2620299,0.28292462
148,0.7576125,148,0.81947803,1.9173598,0.6759861
149,0.59205776,149,0.29257366,0.9531178,0.63103175
150,0.844692,150,0.29139367,2.247543,0.13500194
151,0.72538555,151,0.3375868,3.8397717,0.4704234
152,0.60653025,152,0.27785277,0.9616233,0.56427974
153,0.72107905,153,0.4263202,1.3113589,0.2328417
154,0.51321346,154,0.4831869,3.1550055,0.79156774
155,0.7505218,155,0.67419297,2.715232,0.49839118
156,0.6711222,156,0.32920247,1.1962575,0.36557665
157,0.71330976,157,0.042117134,5.43507,0.17502959
158,0.84816885,158,0.76028067,2.7345624,0.35981685
159,0.60222805,159,0.21382678,1.0096514,0.60061985
160,0.55771106,160,0.3328395,0.8190756,0.715984
161,0.58392346,161,0.24935868,0.8702531,0.67619604
162,0.5453196,162,0.10705505,4.7418504,0.8370562
163,0.52316505,163,0.3814334,1.5690979,0.8130972
164,0.595865,164,0.29156062,0.71051157,0.61005443
165,0.6207266,165,0.4415554,3.9273543,0.5136769
166,0.7628155,166,0.5225534,2.542924,0.3412048
167,0.8379083,167,0.69901633,2.2895238,0.3715266
168,0.57680887,168,0.1865593,5.1423135,0.4855831
169,0.5944389,169,0.28525954,1.0522934,0.66913456
170,0.71572447,170,0.6545807,3.0482416,0.4339684
171,0.5332953,171,0.48740554,1.6656106,0.85064816
172,0.6409806,172,0.21563916,1.5157424,0.63202053
173,0.8220385,173,0.8604362,2.4957685,0.6053673
174,0.63156307,174,0.6326427,3.1164472,0.89920115
175,0.54225534,175,0.2702101,0.88993603,0.7077899
176,0.7566513,176,0.5982884,3.944775,0.6799324
177,0.50061977,177,0.20084296,3.4524271,0.5367379
178,0.72725797,178,0.0933625,1.9688952,0.3740334
179,0.75550014,179,0.5570022,4.2624345,0.75939065
180,0.7794545,180,0.5667892,3.8264995,0.66034746
181,0.56944466,181,0.26654273,0.8142225,0.63367534
182,0.5931965,182,0.23475848,1.2305808,0.6686294
183,0.5524412,183,0.34949735,1.4952557,0.6929298
184,0.6277442,184,0.4737707,2.2321227,0.4273717
185,0.59812576,185,0.21161228,1.0087854,0.6081617
186,0.86497647,186,0.89536417,1.8934429,0.48219097
187,0.7051274,187,0.633368,3.4587972,0.74287707
188,0.8044994,188,0.8425408,1.1794231,0.3896955
189,0.4825827,189,0.22537926,2.9356828,0.74466366
190,0.6694839,190,0.50375086,1.299933,0.50583863
191,0.829185,191,0.53572315,2.1456597,0.26554063
192,0.64495784,192,0.410142,2.8125885,0.399353
193,0.7159831,193,0.5487843,2.3227232,0.45343238
194,0.5179973,194,0.15839651,3.3806512,0.7102796
195,0.6716272,195,0.25692403,1.6741492,0.44086355
196,0.57636243,196,0.25444272,0.9915437,0.667094
197,0.71546334,197,0.34033233,1.5278642,0.46026978
198,0.6690755,198,0.5372176,2.0008879,0.4759652
199,0.7532201,199,0.43165326,4.3984175,0.54162925
200,0.6940456,200,0.19821337,1.5693853,0.3345005
201,0.8474372,201,0.14890942,2.619699,0.15666568
202,0.6490123,202,0.44346,1.4216336,0.5451229
203,0.78123194,203,0.76995337,3.6674268,0.44471437
204,0.69446903,204,0.08368772,3.313814,0.3237724
205,0.56220704,205,0.27989402,1.112677,0.62623477
