,inferred discount,subject,inferred learning rate,inferred dec temp,inferred weight,inferred prior lr,inferred prior weight
38,0.761478,38,0.6415554,2.1559947,0.6448495,0.4233505,1.5923277
39,0.46229717,39,0.36657763,2.6557486,0.7320723,0.3724844,1.374442
40,0.8931329,40,0.80147535,1.2988362,0.1946188,0.37431994,0.64066774
41,0.38487852,41,0.328755,1.926136,0.6865813,0.2630352,0.74274904
42,0.6656146,42,0.5071575,1.6401502,0.70205027,0.34122792,1.4983528
43,0.8384002,43,0.8365627,4.009163,0.5401184,0.36885718,0.62730664
44,0.43624622,44,0.70074505,1.5832756,0.7055539,0.20477752,0.7890292
45,0.875227,45,0.7758951,2.026062,0.37927926,0.32402503,0.7285284
46,0.604088,46,0.4758042,3.6334682,0.86266786,0.6989775,0.9969041
47,0.67235535,47,0.68705845,2.7163594,0.7840072,0.6910569,1.2301469
48,0.8468172,48,0.84878427,2.6831667,0.29494184,0.30840057,0.64059633
49,0.7647666,49,0.7687943,2.952945,0.63980055,0.25909606,0.6962504
50,0.6986076,50,0.6373561,2.1680708,0.7325444,0.62003195,0.91585845
51,0.44146928,51,0.6306841,1.139478,0.7972432,0.25279352,0.68508327
52,0.59009117,52,0.7014078,3.6458776,0.8144793,0.36859247,0.7290074
53,0.43974486,53,0.4847458,2.1663759,0.76090866,0.35081849,0.75097364
54,0.74265915,54,0.7503617,1.8201739,0.65591806,0.6010791,0.97309285
55,0.3816002,55,0.843654,1.6254103,0.77481914,0.35094935,0.7008163
56,0.62297666,56,0.7181325,3.0070293,0.802007,0.8809464,1.1116916
57,0.7584656,57,0.7411511,2.8913424,0.3799503,0.46858627,2.3036785
58,0.8632626,58,0.713797,4.261464,0.5507572,0.5512423,0.6404892
59,0.63569266,59,0.53573436,4.410214,0.86898404,0.6141998,1.4876775
60,0.54382557,60,0.7027192,1.9981018,0.7404464,0.29515535,0.7516485
61,0.63829404,61,0.46092096,3.2256532,0.62964845,0.5513396,1.3982872
62,0.59289414,62,0.8799922,1.2901201,0.8500425,0.26870936,0.74026275
63,0.57523876,63,0.7252697,0.89134973,0.6395821,0.6019144,0.93119025
64,0.8357244,64,0.7046704,4.3280487,0.45463347,0.6755521,0.79626536
65,0.7561926,65,0.88108164,1.3687072,0.46654838,0.33971056,0.66102695
66,0.69092953,66,0.5003601,3.973425,0.814446,0.8583091,1.6487464
67,0.85764515,67,0.6870909,3.5094702,0.30610907,0.25166544,1.4902468
68,0.47139457,68,0.5348932,2.4550674,0.775493,0.38233218,0.86777383
69,0.48024803,69,0.40161905,1.7681167,0.7915119,0.30566993,0.94537795
70,0.7974192,70,0.75446284,2.279938,0.6290518,0.50317603,0.82493967
71,0.81585544,71,0.8930721,1.4781626,0.54559046,0.19275935,0.9647762
72,0.61332214,72,0.9562378,3.7652144,0.9096266,0.1861745,0.6264315
73,0.64586073,73,0.6742406,2.0187743,0.7530852,0.7141391,1.0558835
74,0.7728927,74,0.48404694,3.4963741,0.6252211,0.578894,1.3721249
75,0.44940537,75,0.8141852,1.1068984,0.72911537,0.33249232,0.6467212
76,0.6067964,76,0.5517569,1.918608,0.77279615,0.6768265,1.1926242
77,0.59598786,77,0.9236681,2.9783487,0.8773713,0.19635251,0.6808325
78,0.5888872,78,0.6192323,1.5369179,0.680317,0.22454226,0.9750381
79,0.15842181,79,0.91593015,2.5015693,0.519598,0.15946919,0.76968384
80,0.6517886,80,0.647997,2.4059591,0.3634092,0.65966,1.1546267
81,0.641126,81,0.9368049,2.6893945,0.8590155,0.38095972,0.67975867
82,0.45161125,82,0.24898723,1.1639991,0.6383878,0.17976636,0.81619054
83,0.6702499,83,0.933815,2.134707,0.81102306,0.23344189,0.75207525
84,0.47459948,84,0.20948061,1.4271162,0.6781465,0.19563153,0.77139354
85,0.1326374,85,0.76325136,2.7535956,0.1799259,0.2565219,0.65125036
86,0.687428,86,0.7002458,2.1442816,0.69007826,0.3523619,0.8490503
87,0.75971633,87,0.811784,4.910236,0.83392775,0.58513975,0.84651595
88,0.5915814,88,0.7617776,1.4232476,0.6080387,0.18102188,1.9840525
89,0.47582516,89,0.34917217,0.772857,0.65947145,0.22127892,0.79965127
90,0.79470503,90,0.9349336,1.80866,0.6709248,0.34662932,0.72709817
91,0.6044605,91,0.869655,1.5180098,0.68227625,0.27766693,0.67911595
92,0.5503617,92,0.3653076,0.8504435,0.6143447,0.26363012,0.7473303
93,0.90408856,93,0.57287,4.8473077,0.39486548,0.52920336,1.0552729
94,0.64575326,94,0.7320924,2.6954966,0.8489853,0.75589854,1.1921678
95,0.5880585,95,0.8099956,2.1494768,0.87622094,0.39137658,1.0806663
96,0.45980397,96,0.22981827,3.7639732,0.7971498,0.4723618,1.157474
97,0.82240444,97,0.8767192,2.5608952,0.24338168,0.110289074,2.8880162
98,0.7285645,98,0.9007603,1.4462932,0.70294446,0.7705878,0.8244372
99,0.75430435,99,0.83897936,2.1561093,0.4044242,0.6617981,1.7091819
100,0.55907273,100,0.21516176,1.7959732,0.61982036,0.13831106,1.655177
101,0.8226339,101,0.8292134,4.988361,0.7350803,0.6561677,0.87180275
102,0.4778197,102,0.62399924,3.041203,0.79942286,0.24797049,0.6799208
103,0.57984716,103,0.7010589,1.7244761,0.64072883,0.2581889,0.78104746
104,0.66957766,104,0.29434535,4.220892,0.69984716,0.6481722,1.1204666
105,0.52332485,105,0.35061374,2.594036,0.7367245,0.28156316,1.7268084
106,0.4562945,106,0.37032524,0.69757444,0.693567,0.167457,0.84559584
107,0.4828246,107,0.46689138,1.6230183,0.71831644,0.37631685,0.756968
108,0.47829548,108,0.45654038,0.858473,0.67235804,0.20741646,0.79416
109,0.5684374,109,0.4886155,4.4180584,0.84259194,0.73627603,1.017144
110,0.47280395,110,0.39395845,2.0476618,0.7680113,0.2902873,1.08917
111,0.7481652,111,0.44779077,3.956228,0.7268856,0.50196356,1.6028982
112,0.38703015,112,0.432864,2.3960836,0.6578513,0.24241653,0.7411681
113,0.6501072,113,0.7133126,3.1895602,0.7820886,0.7908763,1.2789261
114,0.36462238,114,0.5130773,1.430551,0.6498018,0.25136766,0.73297936
115,0.52171594,115,0.65097094,1.2965994,0.46933624,0.20564844,0.86067307
116,0.57831097,116,0.7851277,1.4422818,0.65981877,0.25051746,0.6963822
117,0.5455748,117,0.62906826,1.1705581,0.6775875,0.2884097,0.7226898
118,0.3266994,118,0.48240352,2.1808188,0.6267889,0.25962543,1.017874
119,0.44824305,119,0.32234678,1.3351243,0.66619396,0.18767126,0.7284502
120,0.6079711,120,0.840868,1.2942674,0.6824998,0.27522656,0.52449244
121,0.80674696,121,0.8579214,5.2847424,0.82377774,0.34759095,0.7624485
122,0.5405995,122,0.9530352,3.3290977,0.9031272,0.18563639,0.65476626
123,0.44029695,123,0.25887433,1.3554032,0.6893901,0.17154016,0.5669156
124,0.76683056,124,0.7384293,5.0215683,0.8380555,0.57093406,0.85861963
125,0.79449034,125,0.82020974,1.2369145,0.4529257,0.41594562,1.9434819
126,0.55359554,126,0.6298761,2.5635934,0.85967124,0.27493936,0.89455384
127,0.8792648,127,0.6551459,4.744303,0.19082889,0.04858943,2.697704
128,0.49998057,128,0.3206259,1.3795248,0.6982084,0.17513126,1.1999093
129,0.4719251,129,0.23602563,0.9698342,0.691605,0.19718625,0.7252833
130,0.6511149,130,0.47686377,4.085257,0.3383445,0.71590465,2.0702064
131,0.6693091,131,0.9327156,2.5482454,0.8697518,0.29841304,0.65561944
132,0.847458,132,0.9272609,3.775038,0.74008006,0.29606387,0.60019815
133,0.51773864,133,0.89378554,2.097561,0.71196556,0.3769581,0.7340218
134,0.70623744,134,0.52625644,2.1581514,0.37299773,0.16263236,2.0841422
135,0.3026281,135,0.8397202,1.6798792,0.58944786,0.25549302,0.6482235
136,0.7977279,136,0.9205107,2.9487271,0.77503973,0.6805496,0.7369258
137,0.49961704,137,0.34769872,3.9626055,0.83286315,0.5260282,1.0075947
138,0.77890444,138,0.73364943,3.0936704,0.6392107,0.23201256,0.7867388
139,0.66268927,139,0.43100265,2.5811796,0.6214871,0.25637615,0.89315444
140,0.6667429,140,0.6799917,0.9733246,0.48135,0.20958364,1.1593615
141,0.82601535,141,0.78671414,3.4388032,0.74227214,0.5847287,0.82825667
142,0.5734526,142,0.93484336,2.4622393,0.91645986,0.25415263,0.6298562
143,0.48613885,143,0.2570105,0.77683496,0.6726102,0.27102917,0.6721779
144,0.51614785,144,0.5868909,0.95934206,0.71285427,0.26903838,0.873559
145,0.58393025,145,0.6672008,0.82552755,0.64039767,0.30078855,0.7973811
146,0.7945735,146,0.86475843,1.1529315,0.41987044,0.35234934,0.6739445
147,0.91085654,147,0.8710987,1.6250744,0.14635144,0.7823922,0.95737857
148,0.6937641,148,0.771734,3.944957,0.8756377,0.62467664,0.7812676
149,0.67057997,149,0.9562916,2.5869498,0.8609881,0.25080994,0.6302097
150,0.5686835,150,0.84661084,2.1977808,0.73010534,0.4848309,2.1175501
151,0.6068441,151,0.84570104,4.5077486,0.89258546,0.47873268,0.6630757
152,0.43891278,152,0.53276736,1.0948755,0.70099574,0.2027081,0.7457053
153,0.3558038,153,0.54141015,2.037917,0.6182216,0.2906789,1.264518
154,0.53637916,154,0.61845124,2.915585,0.6279656,0.409584,0.8247326
155,0.45108637,155,0.24629474,1.0909882,0.6735514,0.16315359,0.89620733
156,0.60859436,156,0.4163282,2.1680713,0.80873895,0.4800476,1.266992
157,0.50520015,157,0.41620257,0.90721315,0.7157474,0.18870367,0.7260323
158,0.87092113,158,0.7667273,1.6049364,0.30109996,0.83960557,1.0305965
159,0.571408,159,0.7373414,2.3082135,0.8466734,0.6694574,1.1041447
160,0.69732356,160,0.6078844,1.9662209,0.5565863,0.71661556,1.1700709
161,0.6977411,161,0.2690039,2.182563,0.60883045,0.5433188,1.7456917
162,0.24808584,162,0.64736915,1.8863344,0.54099137,0.21146457,0.69315416
163,0.5740943,163,0.57610124,1.9043492,0.42326593,0.57629406,1.1492999
164,0.4623189,164,0.80756545,1.2360239,0.76890546,0.18136749,0.748792
165,0.7015251,165,0.810186,2.3742175,0.74639404,0.38185835,1.4467313
166,0.58305717,166,0.40433666,0.79277396,0.64613503,0.5617013,1.059866
167,0.5313141,167,0.23629461,2.2472608,0.67162424,0.34752712,0.5550013
168,0.60214335,168,0.4357142,3.62205,0.8613539,0.21274142,1.1733819
169,0.35165757,169,0.7128351,3.6752212,0.4833339,0.78053755,0.93994176
170,0.47144058,170,0.37066996,0.6810166,0.7083707,0.27892986,0.8572516
171,0.92994153,171,0.7599932,2.7722974,0.12166851,0.5249787,0.9317728
172,0.7562189,172,0.83084404,3.6829162,0.40556788,0.14536922,0.83700293
173,0.7412234,173,0.90612406,2.578734,0.7581157,0.41651884,1.1461706
174,0.419063,174,0.77994215,1.0153947,0.499855,0.323666,0.8919539
175,0.5030248,175,0.48038474,0.7300651,0.5804569,0.21689053,0.9691352
176,0.41854656,176,0.5596017,0.7888621,0.6820483,0.21237668,0.74573016
177,0.7164815,177,0.71006227,3.2672324,0.79407924,0.6688285,1.5472572
178,0.83128864,178,0.67521155,3.589839,0.6750198,0.53895545,0.8540395
179,0.77191126,179,0.54386276,4.0652595,0.57616514,0.7559911,2.0066366
180,0.5987579,180,0.5766994,1.7812397,0.68754315,0.32541692,0.8575536
181,0.5125277,181,0.1249758,2.5489137,0.6875812,0.20933543,1.379053
182,0.73297024,182,0.7645106,1.284878,0.49363104,0.67098135,1.3751998
183,0.4031117,183,0.42805016,0.82893044,0.72082984,0.17935938,0.7116125
184,0.66376513,184,0.8948122,2.1884077,0.79479456,0.82679844,1.3557878
185,0.65562826,185,0.8493727,4.847204,0.89867735,0.69895107,0.9171445
186,0.68565375,186,0.68287903,4.727297,0.8717541,0.27962738,0.68911725
187,0.6091123,187,0.65497607,0.8232451,0.53658485,0.54202104,0.8291017
