,dec temp,reward rate,cached weight,cached rate,habitual tendency,policy rate,subject
88,5.0004463,0.43938577,7.9765024,0.89865506,3.1093225,0.9086916,88
89,5.286839,0.044624068,4.8843536,0.8560029,1.7208813,0.35661992,89
90,5.4162054,0.66279656,4.3598785,0.86142534,3.4122946,0.77236766,90
91,4.6771684,0.060691696,2.2130916,0.6890315,3.3340516,0.34908438,91
92,0.69907725,0.5702633,4.842588,0.601933,2.628138,0.10766799,92
93,3.7436054,0.82921505,3.9513621,0.060328726,1.1556209,0.75472224,93
94,1.4217863,0.4321674,2.0034785,0.6666159,7.500639,0.5242843,94
95,2.343367,0.13869469,2.5292194,0.63195467,4.2202396,0.6639429,95
96,2.8243744,0.10846155,4.871273,0.684113,5.3166966,0.21537699,96
97,5.0798755,0.35285172,6.1842113,0.14551005,5.9070964,0.6980161,97
98,0.6700109,0.86855453,5.727601,0.75500596,2.9058697,0.76902884,98
99,6.5402985,0.425955,3.3643255,0.6599312,2.819042,0.8060265,99
100,5.196005,0.49184597,4.042222,0.7486709,2.2037194,0.7996745,100
101,1.5520138,0.56611913,3.3212333,0.32814747,4.895275,0.7157806,101
102,4.4971294,0.6088169,2.8371105,0.66069096,2.7891288,0.74881977,102
103,2.1665158,0.66942817,3.3519957,0.6928114,3.2903748,0.5033418,103
104,1.8874836,0.21866208,5.428034,0.9455507,4.489991,0.5443084,104
105,3.1400013,0.3367477,1.7204303,0.17100438,2.686481,0.2074743,105
106,2.7822514,0.5033534,4.016519,0.1977566,3.3988345,0.4455761,106
107,2.1910577,0.49141884,4.6111116,0.47535312,2.5031767,0.30688214,107
108,0.71155757,0.46241844,6.3393235,0.6704167,7.152247,0.8435645,108
109,1.6599164,0.014501528,4.911148,0.45040372,7.934251,0.339981,109
110,4.66605,0.869838,2.9226499,0.53549683,4.1768064,0.44453144,110
111,1.7511045,0.051362988,3.3665798,0.5466796,6.0003657,0.29396597,111
112,2.6512156,0.6704786,7.47756,0.69009596,6.536726,0.40002716,112
113,3.704584,0.31979045,3.6225076,0.20731534,2.1408043,0.5191161,113
114,1.6877475,0.55024874,3.2135782,0.6752446,2.066096,0.7183239,114
115,2.8646722,0.56726754,4.3294945,0.5235515,4.983429,0.84091306,115
116,1.9612545,0.4183892,2.2323527,0.85350907,1.5781127,0.21535333,116
117,2.84411,0.47525764,4.1349,0.6482899,1.4903857,0.7823189,117
118,2.6278028,0.16229983,5.369026,0.7348127,3.560031,0.1159275,118
119,4.8464074,0.66485137,2.3139544,0.8042761,2.2382352,0.34551752,119
120,2.3000429,0.07288587,3.396268,0.77148926,1.8810859,0.3616594,120
121,3.3246758,0.8628905,4.743625,0.3017984,7.094281,0.3793717,121
122,2.0240667,0.7932535,1.2354783,0.19721092,2.1750944,0.6804819,122
123,3.404664,0.5790166,2.081535,0.45893005,4.7772894,0.26418906,123
124,5.1004925,0.4623187,5.291213,0.4410728,2.0801702,0.6797094,124
125,3.210982,0.5237166,1.9950511,0.53336716,2.043045,0.81010264,125
126,2.6253283,0.48947096,2.05444,0.46263516,3.7275343,0.3118191,126
127,2.9270098,0.46863136,4.771075,0.8501849,1.9746156,0.32038233,127
128,3.68925,0.080449775,5.87945,0.4240422,2.076532,0.19110131,128
129,3.7906137,0.91216165,3.7278352,0.6570038,3.438848,0.66061646,129
130,1.9059143,0.74874216,6.083705,0.8412006,6.5705013,0.7280893,130
131,5.5445375,0.058340196,4.1476035,0.4474929,4.0852075,0.6271907,131
132,4.9397335,0.4976381,2.2094522,0.86612076,2.2537537,0.878302,132
133,3.4517515,0.33727565,4.696575,0.6003948,6.863229,0.7708666,133
134,2.6760128,0.72627085,4.135477,0.30183318,4.8050265,0.41033193,134
135,4.116712,0.41544396,4.344804,0.39042658,3.5599911,0.47214735,135
136,1.8248608,0.9395348,2.3953614,0.34796342,6.6985936,0.79578745,136
137,4.0682154,0.74835926,4.1705976,0.8225293,4.3551726,0.17081991,137
138,2.1099858,0.42585036,4.058294,0.603485,5.2436466,0.5122683,138
139,2.3749354,0.59016407,4.251934,0.6225766,4.424018,0.5950029,139
140,1.0999668,0.2393259,1.9651479,0.37428638,5.4989233,0.42777693,140
141,3.5681362,0.9386944,1.2493435,0.12951227,7.726759,0.26656127,141
142,5.309245,0.82872874,3.7992077,0.5292712,6.336834,0.56964594,142
143,3.179052,0.23027736,0.79935694,0.2939925,3.6214125,0.785078,143
144,3.7627695,0.8545689,4.1954937,0.82671446,3.5886564,0.66029125,144
145,4.579334,0.6818699,4.25459,0.7560541,2.304622,0.3627198,145
146,4.039419,0.5948195,7.950099,0.43725893,5.0691395,0.78752583,146
147,4.739042,0.20097499,6.7603164,0.91211903,1.275257,0.5376986,147
148,2.5409245,0.06710584,1.4792179,0.31221664,6.488666,0.6195361,148
149,3.367909,0.87252355,3.5514622,0.5729619,6.2197857,0.7652748,149
150,2.646545,0.39617464,2.977148,0.34541848,6.00426,0.81571823,150
151,4.7567163,0.37599713,0.9393923,0.78938663,1.6955857,0.8830631,151
152,2.6513577,0.21335043,4.504662,0.7147895,6.4155827,0.27434403,152
153,2.2958615,0.19998607,2.8936555,0.8585524,2.2807992,0.8833049,153
154,1.7067497,0.52734613,2.351294,0.80452347,3.8899372,0.3834583,154
155,2.7116127,0.7004784,3.515441,0.77225393,7.3546367,0.41294575,155
156,4.6006684,0.34434703,3.0629432,0.8202579,3.1831954,0.4382162,156
157,3.8989139,0.41885936,2.169974,0.28716213,2.912965,0.78585017,157
158,3.8351688,0.81860316,5.2534523,0.49874184,4.961918,0.6809518,158
159,3.3453476,0.58495677,2.3079176,0.46517938,5.750118,0.44604436,159
160,2.4133487,0.13860047,3.2346592,0.49739626,1.5201633,0.89676356,160
161,2.3187473,0.23613502,6.4850206,0.25810534,2.5303607,0.86117214,161
162,3.2079613,0.50743735,4.7859597,0.66744226,3.6296606,0.06648214,162
163,6.3910933,0.18768562,1.4040949,0.81189907,6.335642,0.52888864,163
164,2.29982,0.6658687,5.28634,0.46465313,5.295139,0.19555436,164
165,3.0254865,0.18490915,2.617799,0.42903578,7.992816,0.54774964,165
166,3.8752081,0.66139984,4.352743,0.6394114,2.6469955,0.25630516,166
167,4.009986,0.72361994,2.3862755,0.8691907,3.4988651,0.5374753,167
168,1.7405009,0.8417085,8.080911,0.7577401,9.191648,0.7382139,168
169,2.5355995,0.35671657,2.186884,0.7480729,7.056303,0.49104017,169
170,5.1831493,0.19083434,2.6841402,0.6394607,4.640499,0.83492863,170
171,2.1579764,0.08954927,2.3513246,0.38577422,1.9994476,0.64688003,171
172,7.01468,0.34706694,2.5475116,0.58015966,2.4960735,0.7197946,172
173,4.384942,0.103925295,5.097058,0.27387005,6.889698,0.24147879,173
174,4.235278,0.8175867,4.739817,0.64471245,4.6348977,0.6863666,174
175,3.2263806,0.1435663,5.520216,0.86136824,2.8470256,0.46809778,175
176,3.5912566,0.505448,4.61878,0.86043,6.7658086,0.27665803,176
177,4.5154867,0.3683115,3.8654494,0.888985,4.2391787,0.346764,177
178,3.148068,0.6096836,4.5009165,0.28633833,1.2820592,0.5906678,178
179,3.4066916,0.36143616,3.8992486,0.9254855,7.428522,0.947451,179
180,4.7297697,0.45492536,1.9805003,0.8375399,4.165619,0.8978531,180
181,5.732348,0.8859877,3.2720768,0.643079,3.7464728,0.68280214,181
182,2.2734997,0.26190862,5.5257125,0.22709963,6.8293233,0.1818674,182
183,2.1687863,0.24977154,4.012028,0.44257122,2.646283,0.86578625,183
184,3.1858182,0.7845855,1.0422887,0.7255248,3.8507295,0.17544065,184
185,3.93661,0.768656,2.1283457,0.60627,4.61813,0.15737607,185
186,1.769349,0.621927,2.162853,0.49114585,6.8279,0.48589522,186
187,1.6126354,0.7113104,6.553376,0.42606023,4.3377237,0.7585822,187
188,1.4705585,0.9046637,2.5729532,0.44819373,2.1866736,0.6082098,0
189,1.74199,0.70726424,2.1902878,0.5634607,5.0365934,0.8166805,1
190,2.8163705,0.72744894,3.6655781,0.2859194,3.7843027,0.7883458,2
191,2.0274744,0.5115139,5.883432,0.68067557,1.8554808,0.41284898,3
192,3.951282,0.17458735,5.914463,0.7903926,6.156092,0.6788715,4
193,3.7951396,0.6055984,6.4157324,0.5635916,3.4057674,0.06539143,5
194,3.9471054,0.75094914,3.1082642,0.83667225,4.550723,0.4055527,6
195,2.8955486,0.6750654,9.335611,0.7880422,3.021879,0.97552675,7
196,1.5385993,0.22314619,8.40623,0.85221183,6.3484383,0.21163315,8
197,3.402944,0.11943623,5.127825,0.11457439,3.0413816,0.10753644,9
198,3.3521078,0.9139402,1.3041793,0.68014175,5.014984,0.5661356,10
199,2.2921462,0.1338517,1.7350311,0.16304466,3.7207177,0.44220856,11
200,4.7395654,0.8590525,3.2637148,0.6656221,2.868228,0.18262012,12
201,5.984018,0.4654688,5.6460624,0.8759906,8.1146755,0.2700315,13
202,2.759264,0.026407257,5.7994585,0.5321906,3.8236485,0.52549535,14
203,1.6568701,0.6531435,6.7221065,0.60262823,2.0344987,0.6846978,15
204,4.592976,0.07348046,1.8528609,0.07300516,4.3121963,0.7207845,16
205,3.6671858,0.2740591,7.226868,0.73045915,6.379656,0.8045226,17
206,5.249245,0.6359851,4.690339,0.12582909,3.9965522,0.7943278,18
207,1.8057008,0.8485237,5.7392163,0.90425086,2.0373774,0.5956491,19
208,4.1285796,0.4715613,1.3528539,0.6531967,3.6416247,0.53267866,20
209,4.3294854,0.80046713,3.4260633,0.18283148,3.791425,0.6596316,21
210,1.9894148,0.84490544,3.1261601,0.8863563,2.908347,0.5051018,22
211,1.7246969,0.41082937,3.797977,0.27361488,3.071352,0.9361864,23
212,2.2497268,0.43633896,5.684101,0.37332612,2.2334597,0.5973438,24
213,3.5580287,0.076012745,6.99802,0.29537973,1.9999665,0.44660258,25
214,4.6463184,0.16491275,3.450514,0.58030814,2.9686186,0.79604197,26
215,4.451465,0.11971005,4.75545,0.9086325,3.714703,0.9048855,27
216,5.7324343,0.017653491,3.1469388,0.68174416,3.3249662,0.5832677,28
217,4.109077,0.9208065,2.2269723,0.33291766,3.6195686,0.5548165,29
218,5.2509875,0.8816544,1.8064415,0.88243586,1.6181302,0.2936179,30
219,5.497825,0.80227727,4.2105074,0.101209775,2.4929512,0.28026,31
220,4.3998547,0.96080625,5.135664,0.7605361,3.0141096,0.94408226,32
221,2.6670563,0.03489269,4.469537,0.96777546,6.223738,0.89098334,33
222,2.0801163,0.80265063,2.639525,0.7922002,2.1023622,0.21160051,34
223,3.392023,0.8088675,4.9397583,0.9234521,4.9446864,0.70178354,35
224,3.0397272,0.19318834,2.710849,0.6660975,3.2060764,0.48439515,36
225,1.8118631,0.027445624,2.9608395,0.80112004,2.737965,0.7703184,37
226,2.9529715,0.048885696,5.8646684,0.66031295,3.7818527,0.31013498,38
227,4.5857487,0.48133582,5.4341393,0.59833133,4.994935,0.9269018,39
228,5.7002687,0.22492501,3.2057717,0.44594106,6.2287836,0.8491631,40
229,5.5759068,0.14451483,5.1896405,0.682745,2.606176,0.7384318,41
230,1.5605066,0.10053345,4.899209,0.8704798,5.116513,0.2696923,42
231,3.6728482,0.73666275,1.533318,0.6663487,6.17266,0.25935665,43
232,3.110471,0.59138477,5.5153985,0.18666698,1.5106554,0.39368564,44
233,5.5594263,0.81939095,2.651208,0.77848315,7.164898,0.18825981,45
234,2.0063307,0.110117875,7.298049,0.920763,6.3047667,0.6986265,46
235,1.5937505,0.5119228,3.7402244,0.7067437,6.5775747,0.8784657,47
236,2.9773626,0.40230846,2.2698228,0.59373057,2.7544692,0.06364616,48
237,3.5493824,0.06785342,3.687,0.559276,5.664815,0.8808111,49
238,3.2187085,0.32821584,2.3321567,0.7886652,3.3345222,0.6684512,50
239,2.791076,0.8495946,1.4407754,0.6245867,1.9425052,0.6721388,51
240,3.9021873,0.5776012,1.7206786,0.24302779,3.1366496,0.27902386,52
241,3.1252913,0.36887318,3.0366662,0.7528753,5.752766,0.79059887,53
242,3.5850894,0.41902837,2.8325522,0.4624239,2.1752832,0.31581518,54
243,5.6316686,0.09613401,3.8026295,0.19345336,2.5343142,0.71066165,55
244,4.683375,0.49075,0.58919066,0.45992854,5.416855,0.34553397,56
245,3.1480904,0.77070236,7.3762727,0.7095875,2.600384,0.07245824,57
246,4.7201266,0.19592376,3.1701097,0.39896384,3.151039,0.5628901,58
247,6.6390724,0.33240488,2.4611225,0.6060748,4.99548,0.7551061,59
248,4.099564,0.6972065,5.1273437,0.55376434,5.573463,0.83884805,60
249,3.5108728,0.90720814,2.8556395,0.40505454,2.541233,0.8365026,61
250,4.9238605,0.25867063,3.3833213,0.719733,5.411704,0.7235574,62
251,5.63447,0.39538693,1.9734639,0.5446422,6.1095943,0.12932506,63
252,0.88191146,0.16766459,4.3295803,0.52937585,3.2039545,0.22824077,64
253,3.9068673,0.3528489,2.529158,0.42093718,4.8134394,0.21561004,65
254,2.168596,0.772971,2.9727235,0.37409595,1.7953914,0.17850475,66
255,2.616761,0.55207175,2.2675502,0.65343136,2.1561375,0.7309076,67
256,2.757156,0.33807793,2.1413944,0.32603082,2.122339,0.2587294,68
257,2.0558558,0.51711917,5.549533,0.5515723,4.0388126,0.65866494,69
258,1.8898461,0.35174096,4.4943805,0.6346407,2.6066473,0.85916555,70
259,2.5492525,0.75507027,3.8628137,0.6812528,1.3961518,0.7974235,71
260,3.3124807,0.31592774,1.6509507,0.522236,5.524767,0.40455335,72
261,3.0124679,0.7472806,3.6086168,0.6777542,1.4871345,0.27283555,73
262,2.6822,0.13667707,6.5666237,0.81505406,3.8847184,0.22632213,74
263,3.044908,0.7655623,4.768267,0.5128757,4.4824157,0.2814148,75
264,2.1071105,0.41055012,5.8503766,0.41524592,2.4088848,0.72988683,76
265,3.0929232,0.16690493,2.4066098,0.2833956,7.2183743,0.6890178,77
266,2.261115,0.15596223,5.764204,0.88504153,2.1986284,0.6445379,78
267,5.8026485,0.8834806,4.888931,0.097562954,5.906386,0.39564538,79
268,1.4238343,0.3588635,1.8512219,0.15434837,3.5483675,0.80414504,80
269,2.4664843,0.63850135,4.563585,0.21206227,4.0079465,0.89987713,81
270,3.6092231,0.38179615,4.525287,0.71494424,2.1568246,0.5732186,82
271,0.71800435,0.7603543,1.1523196,0.78965926,5.7566032,0.26956767,83
272,2.782059,0.098533854,4.706333,0.8251571,3.1211188,0.67386055,84
273,2.506567,0.03881441,5.6353283,0.94829273,7.650233,0.8532014,85
274,1.7635823,0.12889114,1.0329981,0.3536261,7.6680517,0.48307616,86
275,2.833506,0.36461255,5.14279,0.9587172,5.589807,0.42519253,87
276,5.853894,0.42442086,5.2741537,0.7440271,1.9078821,0.77717566,88
277,5.1467314,0.062260978,4.408119,0.8950002,2.4093773,0.49681187,89
278,4.1671915,0.9559835,2.155133,0.64029706,2.1935863,0.6159241,90
279,2.8774426,0.027360402,3.1945274,0.48034585,4.4163055,0.548662,91
280,1.0688167,0.23857535,4.6353316,0.50775677,2.7158003,0.107761025,92
281,3.2703729,0.87808275,4.0612926,0.1062853,2.1438117,0.532806,93
282,6.7390776,0.52024484,2.4070528,0.86452633,6.609705,0.3372346,94
283,1.76816,0.26691487,2.908683,0.89067113,3.4114895,0.59347373,95
284,4.335306,0.29373345,1.1631982,0.7718732,3.4897459,0.15470444,96
285,5.065737,0.27150506,5.512306,0.1147626,4.3806825,0.807312,97
286,1.8065548,0.99558157,4.2798357,0.8451194,1.765265,0.7100488,98
287,4.81076,0.32468125,5.471987,0.6028043,3.444346,0.63695973,99
288,4.013876,0.4497017,4.562501,0.6923935,2.3229506,0.80147666,100
289,3.6654403,0.2451424,2.8068306,0.2980833,4.4559608,0.65057945,101
290,3.1098115,0.5354745,4.541642,0.78037375,3.4462638,0.8863227,102
291,2.115189,0.8932674,3.6800294,0.79365,4.11069,0.67360884,103
292,3.681697,0.30722252,2.8040578,0.8117711,2.7197158,0.31909302,104
293,2.803825,0.45914003,2.1673975,0.14201726,2.2645772,0.12891309,105
294,2.0860775,0.33792236,4.1126947,0.16626231,3.4901552,0.49565396,106
295,1.4736748,0.70683086,5.2737527,0.5816393,2.651362,0.37920162,107
296,2.645435,0.8046305,4.029083,0.74513364,5.1462107,0.72122777,108
297,1.803758,0.31252098,3.004266,0.5168422,5.600369,0.30227223,109
298,2.8294115,0.8445546,1.3143545,0.21228422,3.0537739,0.34567776,110
299,4.3934765,0.7547119,2.2506597,0.4082977,5.8794374,0.19942908,111
300,2.65669,0.8654469,2.994852,0.8267,5.621312,0.6132247,112
301,3.201306,0.2426269,5.3306313,0.39609793,3.5871692,0.7860367,113
302,1.483593,0.4754204,3.3782413,0.8116599,2.8507853,0.8600886,114
303,2.454232,0.7149207,4.8805118,0.46046442,5.4013467,0.7516723,115
304,1.7064298,0.2974273,4.8019676,0.8503097,2.2466443,0.23508601,116
305,3.1080353,0.58483624,4.0047197,0.4756796,1.6115053,0.76137537,117
306,3.9586902,0.33810908,6.737115,0.72901136,4.3122663,0.11023094,118
307,6.032551,0.87125474,1.7516177,0.78508264,2.1493025,0.39927933,119
308,3.2139695,0.05908487,2.9804375,0.7795715,1.3328229,0.4889476,120
309,3.808238,0.19893658,2.8304148,0.25671297,6.3775454,0.25289875,121
310,1.9596319,0.767417,5.20165,0.7490452,4.1922455,0.77196467,122
311,1.2421035,0.06715266,4.078626,0.32195505,5.451708,0.34186807,123
312,5.98444,0.42184404,6.959363,0.6799333,3.595601,0.84322315,124
313,2.4924264,0.5380187,6.0846624,0.7360848,3.8003225,0.73561233,125
314,1.6738181,0.6154904,4.924935,0.30350384,6.4011455,0.4370994,126
315,3.5238137,0.4938325,4.928808,0.8063096,1.80477,0.40728912,127
316,4.00659,0.043033883,4.5438485,0.36338177,1.2259958,0.27306962,128
317,2.9721756,0.8501137,2.3405704,0.43923497,2.7477345,0.6222516,129
318,3.5621536,0.49032137,5.116954,0.8453379,7.9777217,0.85413915,130
319,2.9078827,0.03263072,4.3921857,0.37987193,3.9439604,0.6408478,131
320,3.5149243,0.50286245,4.1913743,0.81103516,3.7697217,0.9219099,132
321,4.1160865,0.3597011,5.271757,0.48393676,7.5431576,0.91285205,133
322,3.2888064,0.7595641,3.8252785,0.53103805,3.738329,0.34718698,134
323,3.5817385,0.38878056,3.6620739,0.3040542,2.0408077,0.3051187,135
324,3.181766,0.45966178,4.226715,0.88858515,6.348081,0.62736857,136
325,3.1591392,0.43380192,5.795899,0.79342645,6.3564863,0.33615735,137
326,4.8761263,0.7939288,5.259743,0.72697765,6.4179425,0.42247713,138
327,1.8287888,0.46729562,6.909601,0.66894585,6.2998056,0.7354291,139
328,2.0332787,0.75995684,3.124464,0.45277825,4.1187286,0.25862035,140
329,5.7607675,0.16680095,3.422012,0.16020985,5.66389,0.1709737,141
330,4.0743217,0.6833281,1.9785882,0.29597563,3.7678125,0.35415486,142
331,3.505697,0.3194511,1.5683634,0.8086624,4.243955,0.77216357,143
332,4.5142827,0.9244225,1.3220228,0.65400314,1.362905,0.43990657,144
333,4.807921,0.9042508,6.5047255,0.70715415,2.6252413,0.33592874,145
334,3.1694179,0.8638548,6.195135,0.34043232,3.21909,0.54940736,146
335,3.1917481,0.19289827,7.2383957,0.88459575,1.9498945,0.9274295,147
336,2.5918984,0.07340595,3.3719697,0.6950496,7.1301703,0.7005962,148
337,2.3462262,0.44583255,3.9313767,0.67043984,5.952695,0.73968625,149
338,2.8151145,0.7635197,1.3771265,0.13638562,4.6844463,0.69779783,150
339,4.8906474,0.28762478,1.6521202,0.4701813,2.706553,0.8846338,151
340,1.7548082,0.75076735,4.5413117,0.7374746,6.867778,0.39289057,152
341,1.494787,0.26726457,2.3132381,0.58273953,1.6670012,0.7683791,153
342,0.6000906,0.68007964,5.62489,0.90511084,6.646942,0.65008736,154
343,3.0445137,0.6686524,5.209689,0.47583595,6.252203,0.18257703,155
344,5.131409,0.2893526,2.7051682,0.7454734,3.550123,0.4182108,156
345,3.8922544,0.34461838,3.514163,0.41512927,3.4119964,0.7678369,157
346,4.2116923,0.826343,3.3654191,0.57672644,4.2078695,0.62323624,158
347,1.7103298,0.3151601,6.713815,0.79136854,7.8604603,0.48213062,159
348,2.0171106,0.06870502,3.772137,0.7209795,1.8941318,0.8269325,160
349,3.0759099,0.16507384,7.366434,0.3408205,3.6978126,0.8394137,161
350,3.493194,0.81216776,6.648326,0.85717434,4.6454105,0.22860895,162
351,5.014365,0.23195182,2.7275586,0.29504794,4.2859535,0.2661125,163
352,2.1149492,0.68209517,5.894,0.39495036,5.5687103,0.3010633,164
353,1.7990272,0.27126834,3.9156384,0.7188624,6.1230392,0.3272617,165
354,4.7861834,0.5148309,3.4345245,0.5996871,2.258245,0.2672976,166
355,3.1218514,0.8141281,1.8628908,0.7416448,2.9691305,0.64754444,167
356,0.75752646,0.119534366,4.20212,0.43970552,6.030526,0.2631675,168
357,4.5714335,0.81633556,2.98399,0.8364302,6.112042,0.27459374,169
